id_fabricante;cnpj_fabricante;fabricante
Fab00846;22967365000122;MELHORMED INDUSTRIA E COMERCIO LTDA
Fab00847;16833189000133;E.V.A. SOLUCOES - IMPORTACAO, INDUSTRIA E COMERCIO EIRELI
Fab00848;12288046000137;CCM INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA
Fab00849;79846465000118;GOEDERT LTDA
Fab00850;09107943000192;POOLTEX INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES EI
Fab00851;33255787000191;IBF INDUSTRIA BRASILEIRA DE FILMES S/A.
Fab00852;33660094000184;J.N.S. TEXTIL LTDA
Fab00853;09614278000123;DESCARPACK DESCARTAVEIS DO NORDESTE LTDA
Fab00854;24355680000124;FORTCLEAN COMERCIO DE PRODUTOS TEXTEIS EIRELI
Fab00855;48580492000168;HAL INDUSTRIA E COMERCIO LTDA - EPP
Fab00856;00424413000101;DESKARPLAS INDUSTRIA E COMERCIO LTDA - EPP
Fab00857;04635188000103;ZERMATT INDUSTRIA E COMERCIO LTDA
Fab00858;30820069000122;M2LIFE COMERCIAL IMPORTADORA E EXPORTADORA LTDA
Fab00859;00332257000140;E. DE GODOY BRAGANCA TEXTIL - EPP
Fab00860;01828775000112;VITAL PRODUTOS MEDICO-HOSPITALARES LTDA
Fab00861;03819835000166;OXIPORTO COMERCIO E DISTRIBUICAO DE GASES LTDA
Fab00862;07010097000162;FAMILIA TUPI CITY
Fab00863;01677197000160;BRAFOX QUIMICA LTDA - EPP
Fab00864;28345933000130;BRAMED COMERCIO DE PROD. HOSPITALARES E FARMACEUTICOS LTDA
Fab00865;09601610000115;COSMODERMA INDUSTRIA E COMERCIO LTDA - EPP
Fab00866;18575413000160;FRANCEFARMA INDUSTRIA DE COSMETICOS LTDA - ME
Fab00867;72819980000160;M. SO MATERIAL HOSPITALAR LTDA
Fab00868;02340772000106;CIRURGICA COPACABANA 2000 LTDA
Fab00869;10403238000111;AMERICAN MEDICAL INDUSTRIA TEXTIL LTDA
Fab00870;56990534000167;SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA.
Fab00871;07086868000103;GRANDESC MATERIAIS HOSPITALARES LTDA
Fab00872;06019570000100;SMITHIS MEDICAL DO BRASIL PRODUTOS HOSPITALARES LTDA
Fab00873;20480457000158;MAXI CONFORT IMPORTACAO E EXPORTACAO LTDA
Fab00874;02956130000128;DIMENSAO DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME
Fab00875;16516296000138;LABTEST DIAGNOSTICA S/A
Fab00876;29032903000136;PLENA MEDICA HOSPITALAR - EIRELI
Fab00877;23864965000128;GAMMA CRUCIS COMERCIO ATACADISTA, IMPORTACAO E DISTRIBUICAO LTDA
Fab00878;75331801000139;DISTRIBUIDORA JANDAIA LTDA
Fab00879;06353662000121;V & E INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00880;29602808000120;DIAMANTE MATERIAL MEDICO HOSPITALAR LTDA
Fab00881;06213450000220;OCEANS COMERCIO IMPORTACAO EXPORTACAO LTDA
Fab00882;01801514000109;ACONOX METALURGICA LTDA - ME
Fab00883;94304672000134;MEDICONE PROJETOS E SOLUÇÕES PARA A INDUSTRIA E SAUDE LTDA.
Fab00884;04310364000129;EMBRAST INDUSTRIA E COMERCIO DE EMBALAGENS LTDA
Fab00885;19944613000105;FARIA EVANGELISTA HOSPITALAR EIRELI
Fab00886;23992304000188;MARIA JOSE ANDRADE DANTAS 83956751434
Fab00887;35601772000163;GALDI HOSPITALAR LTDA - EPP
Fab00888;33255787001163;IBF INDUSTRIA BRASILEIRA DE FILMES S/A
Fab00889;02582327000144;G.B INDUSTRIA E COMERCIO DE FRALDAS LTDA
Fab00890;34533298000117;CRUZ DISTRIBUIDORA DE DESCARTAVEIS EIRELI
Fab00891;07944100000115;MEDI QUIMICA INDUSTRIA FARMACEUTICA LTDA - ME
Fab00892;21551379000106;BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA
Fab00893;07986222000174;BIOGEN IDEC BRASIL PRODUTOS FARMACEUTICOS LTDA
Fab00894;66581935000117;MONTSERRAT COMERCIAL IMPORTADORA E EXPORTADORA LTDA - EPP
Fab00895;12113333000106;HEALTH MED COMERCIO DE MATERIAL HOSPITALAR LTDA.
Fab00896;12047164000315;GLOBAL HOSPITALAR IMPORTACAO E COMERCIO LTDA
Fab00897;65311961000162;BIOMASTER EQUIPAMENTOS HOSPITALARES LTDA
Fab00898;17696874000128;PLUMAX - COMERCIO E INDUSTRIA DE ARTEFATOS DE PAPEL EIRELI - EPP
Fab00899;21043162000187;BIOTECH INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE DESCARTAVE
Fab00900;14469133000116;INDUSTRIA DE ARTEFATOS DE BORRACHA INOVATEX LTDA
Fab00901;78700929000200;DA ILHA COMERCIO DE ALCOOL LTDA
Fab00902;64711500000203;MEIZLER BIOPHARMA S/A
Fab00903;47507520000159;CONFORTELL INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA - ME
Fab00904;58822818000170;HITOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA - ME
Fab00905;44211936000137;AVERT LABORATORIOS LTDA
Fab00906;04748181000947;LABORATORIOS BAGO DO BRASIL S.A.
Fab00907;04084834000183;NATUFLORES INDUSTRIA E COMERCIO DE COSMETICOS EIRELI
Fab00908;33247743003569;GLAXOSMITHKLINE BRASIL LTDA
Fab00909;08979861000175;BIOTRON EQUIPAMENTOS MEDICOS EIRELI
Fab00910;63064653000154;LABORATORIOS STIEFEL LTDA
Fab00911;05782733000149;CIAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
Fab00912;07316691000186;FORMULAS MAGISTRAIS FARMACIA DE MANIPULACAO LTDA EPP
Fab00913;10493969000103;TC ATUAL COMERCIO DE MEDICAMENTOS LTDA
Fab00914;13598814000111;AS2 COMERCIO IMPORTACAO E EXPORTACAO LTDA
Fab00915;04247439000174;FARMACIA HOMEO-ERVAS LTDA
Fab00916;26397154000152;3P MEDICAL LTDA
Fab00917;08532602000100;GIBRALTAR COMERCIO DE PRODUTOS DE LIMPEZA LTDA
Fab00918;04937243000101;OLYMPUS OPTICAL DO BRASIL LTDA.
Fab00919;04718143000194;VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MEDICOS LTDA.
Fab00920;02704301000121;BIOMEDICA - ESTEVES E ANJOS LTDA - EPP
Fab00921;06963572000152;3B INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA - ME
Fab00922;05638301000169;TECMEDIC COMERCIO DE PRODUTOS MEDICOS LTDA.
Fab00923;11672197000121;GERSON SANTOS ROCHA - ME
Fab00924;58295213000178;PHILIPS MEDICAL SYSTEMS LTDA
Fab00925;13651943000126;MEDA PHARMA IMPORTACAO E EXPORTACAO DE PRODUTOS FARMACEUTICOS LTDA
Fab00926;16705291000153;PHITO FORMULAS - NUCLEO DE PESQUISA FARMACEUTICA EIRELI
Fab00927;27156872000108;VILLE COMERCIO E SERVICOS DE MOVEIS EIRELI
Fab00928;20399316000105;TECHPROL SERVICOS, COMERCIO E LOCACOES EIRELI
Fab00929;51285641001304;EMBRAMAC EMP BRAS DE MAT CIR IND COM IMP E EXPORT LTDA
Fab00930;07047086000157;NEWCHEM INDUSTRIA QUIMICA LTDA
Fab00931;26685436000155;GOLD CARE COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES LTDA
Fab00932;66437831000133;HTS-TECNOLOGIA EM SAÚDE COMERCIO IMP. E EXP. LTDA - EPP
Fab00933;46686119000160;MARCOS RIBEIRO E CIA LTDA
Fab00934;18467132000193;RCS COMERCIO, SERVICOS, REPARACAO DE PRODUTOS HOSPITALARES EIRELI
Fab00935;22010816000139;ACTIVE INDUSTRIA DE COSMETICOS S.A.
Fab00936;11731549000172;COLTENE DO BRASIL PARTICIPACOES LTDA.
Fab00937;12630261000174;TROL PHARMA MEDICAMENTOS LTDA
Fab00938;05372902000172;BOMBONATO & LIBERATO LTDA
Fab00939;61153250000156;OLEAK INDUSTRIA E COMERCIO LTDA
Fab00940;34758599000149;MEDICAL DA AMAZONIA EIRELI
Fab00941;92762277000170;VIDORA FARMACEUTICA LTDA
Fab00942;03620716000180;CMOS DRAKE DO NORDESTE LTDA
Fab00943;94069580000117;MICMMED LTDA.
Fab00944;17010735000107;DERMATOFLORA LTDA - ME
Fab00945;50885268000126;NSR INDUSTRIA , COMERCIO E REPRESENTACOES LTDA
Fab00946;18269125000187;BIOHOSP PRODUTOS HOSPITALARES LTDA - EPP
Fab00947;57507378000101;EMS S/A
Fab00948;00394452000103;COMANDO DO EXERCITO
Fab00949;03662365000170;PLASTICOS ITAQUITI LTDA.
Fab00950;08675528000172;ARL COMERCIO E SERVICOS DE METAIS LTDA
Fab00951;19825968000185;RETTERMED COMERCIO DE MATERIAL MEDICO LTDA
Fab00952;33517558000106;QUIMICA FARMACEUTICA NIKKHO DO BRASIL LTDA
Fab00953;01190127000183;MEDICALTEX INDUSTRIA E COMERCIO LTDA EPP
Fab00954;02527107000118;G V S DO BRASIL LTDA
Fab00955;00075112000101;REYMER DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA -
Fab00956;71782700000123;LINEA Z INDUSTRIA E COMERCIO LIMITADA
Fab00957;59548214000492;FABRICA DE ARTEFATOS DE LATEX BLOWTEX LTDA.
Fab00958;30036611000150;ECOFARMA COMERCIO DE MEDICAMENTOS EIRELI
Fab00959;68194497000160;SAO JOSE TEXTIL HOSPITALAR LTDA
Fab00960;19400787000107;QUIBASA QUIMICA BASICA LTDA
Fab00961;02446667000148;ODONTOLOGIC INDUSTRIA E COMERCIO, IMPORTACAO EXPORTACAO LTDA - EPP
Fab00962;10715223000199;M. E. DOS SANTOS CARVALHO
Fab00963;06304884000154;JS IND E COM DE PRODUTOS ORTOPEDICOS LTDA
Fab00964;04843255000177;DEXCAR - INDUSTRIA E COMERCIO EIRELI
Fab00965;13549636000139;GELOTECH SOLUCOES TERMICAS EIRELI
Fab00966;04747452000192;BABY PISS INDUSTRIA E COMERCIO DE FRALDAS DESCARTAVEIS LTDA - EPP
Fab00967;06175908000112;BIO - LOGICA COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00968;76619113000131;LABORCLIN PROD PARA LABORATORIOS LIMITADA
Fab00969;08223462000180;DENT MEDIC LTDA
Fab00970;68710557000150;GLICOMED MANUTENÇÃO E REPAROS LTDA - EPP
Fab00971;61747986000152;BARASCH SYLMAR INDUSTRIA METALURGICA LTDA
Fab00972;05375249000103;DENTAL ALTA MOGIANA - COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA.
Fab00973;08927946000100;EMBALAIRE INDUSTRIA DE EMBALAGENS LTDA - EPP
Fab00974;56323280000123;TRINKS - INDUSTRIA DE INSTRUMENTOS ODONTOLOGICOS LTDA - EPP
Fab00975;02298254000163;RIOPASA - DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP
Fab00976;02523746000105;M DAS D SOUSA CAMARA
Fab00977;25859018000174;NUTRACOM INDUSTRIA E COMERCIO LTDA
Fab00978;48708010000102;HERAEUS KULZER SOUTH AMERICA LTDA
Fab00979;17039142000165;OLIMEDIC INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA - EPP
Fab00980;23864942000113;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS EIRELI
Fab00981;07134866000134;VITALPACK EMBALAGENS EIRELI
Fab00982;02764228000183;BIOLUX INDUSTRIA E COMERCIO DE PRODUTOS PARA HIGIENE LTDA - EPP
Fab00983;66155623000141;BIOLUNIS FARMACÊUTICA LTDA
Fab00984;07064732000194;MNZ COMERCIO LTDA - EPP
Fab00985;28289799000105;SOS DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA
Fab00986;17252670000106;VITALMEDICA DISTRIBUIDORA DE MOVEIS E EQUIPAMENTOS HOSPITALARES LT
Fab00987;33109356000460;CASA GRANADO LABORATORIOS FARMACIAS E DROGARIAS S A
Fab00988;43521129000158;LABORATORIO KINDER LTDA
Fab00989;07415772000133;MICROSUTURE INDUSTRIA, COMERCIO, IMPORTACAO, EXPORTACAO E REPRESEN
Fab00990;04995710000150;ATRAMAT DO BRASIL LTDA
Fab00991;24682887000103;AQUASONUS COMERCIO, INDUSTRIA E DISTRIBUIDORA DE ARTEFATOS PLASTIC
Fab00992;26089337000100;BELLPHARMA MEDICAMENTOS LTDA
Fab00993;02534069000120;BIOTECNICA INDUSTRIA E COMERCIO LTDA
Fab00994;05783974000102;FLAMAGEL INDUSTRIA E COMERCIO LTDA
Fab00995;10600372000102;DENTAL SUL PRODUTOS ODONTOLOGICOS EIRELI
Fab00996;48015119000164;GNATUS EQUIPAMENTOS MEDICO ODONTOLOGICOS LTDA
Fab00997;97127559000119;MICHEL E. KLYMUS - EPP
Fab00998;54037700000180;ALEXANDRE A DE SOUZA
Fab00999;00980360000288;AGFA GEAVERT DO BRASIL LTDA
Fab01000;11198447000133;KACIL INDUSTRIA E COMERCIO LTDA - EPP
Fab01001;06209557000113;AM MEDICAL COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
Fab01002;06067924000191;EUROCEL COMERCIO E SERVICOS LTDA
Fab01003;07531955000114;POUL SORENSEN INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA
Fab01004;04066040000197;OPTIMUM COMERCIO E REPRESENTACOES LTDA - EPP
Fab01005;04056093000127;STEM PHARMACEUTICAL SUPLEMENTOS ALIMENTARES LTDA
Fab01006;20258278000170;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.
Fab01007;13387026000186;PHOENIX QUIMICA DO BRASIL LTDA
Fab01008;67712562000139;PROCTER & GAMBLE HIGIENE E COSMETICOS LTDA
Fab01009;11495858000190;ALG BRASIL COMERCIO E INDUSTRIA DE PRODUTOS EIRELI - ME
Fab01010;33348731000181;BIOTEST FARMACEUTICA LTDA
Fab01011;01334368000159;ULTRAPLAST IND.E COM.DE SACOLAS PLASTICAS LTDA
Fab01012;08667473000159;MEGA MIL INDUSTRIA E COMERCIO DE EMBALAGENS DE PLASTICO LTDA
Fab01013;85228880000100;ORLEPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA
Fab01014;92315399000118;BIOTEC-EQUIPAMENTOS FISIOTERAPICOS LTDA - ME
Fab01015;09420515000115;MEDICAL BURS INDUSTRIA E COMERCIO DE PRODUTOS ABRASIVOS LTDA - EPP
Fab01016;66818360000103;DENT-FLEX INDUSTRIA E COMERCIO LTDA - EPP
Fab01017;08667233000154;MULTIMED DISTRIBUIDORA DE EQUIPAMENTOS HOSPITALAR LTDA
Fab01018;03652030000170;CENTERMEDI - COMERCIO DE PRODUTOS HOSPITARES LTDA.
Fab01019;32138304000106;INOVACOES COMERCIO DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA
Fab01020;55212955000102;DRAKKAR INDUSTRIA DE DESCARTAVEIS E EPI EIRELI
Fab01021;09044896000185;VINIX INDUSTRIA E COMERCIO EIRELI - EPP
Fab01022;22565307000172;INOVATECH BIOTECNOLOGIA LTDA - ME
Fab01023;11192559000187;HOSPI BIO INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES - EIRELI - E
Fab01024;02024468000141;ELETRONLINE COMERCIO VAREJISTA DE ELETRONICOS EIRELI
Fab01025;09582534000148;VISION RS DISTRIBUIDORA DE PRODUTOS E MEDICAMENTOS S/A
Fab01026;26234900000197;LUCAS DELPHIM GUERRA DA SILVA
Fab01027;96261607000102;KIDY BIRIGUI CALCADOS INDUSTRIA E COMERCIO LTDA
Fab01028;61817664000132;NEWMED IMPORTADORA LTDA
Fab01029;11424477000200;LEO PHARMA LTDA
Fab01030;25101992000174;UGHC BRASIL IMPORTADORA LTDA
Fab01031;00008354000182;BIOSENSOR INDUSTRIA E COMERCIO EIRELI
Fab01032;10850316000126;MONTPELLIER MONDE INDUSTRIA E COMERCIO DE COSMETICOS EIRELI
Fab01033;90909631000110;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA
Fab01034;25151542000196;LIFY BRASIL MOVEIS LTDA
Fab01035;02290277001950;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE
Fab01036;68949239000146;UNITED MEDICAL LTDA
Fab01037;82873068000735;GENESIO A MENDES & CIA LTDA
Fab01038;58577370000176;SYNTHES INDUSTRIA E COMERCIO LTDA
Fab01039;14308899000119;CIRURGICA OURO VERDE - COMERCIO DE MATERIAIS MEDICOS - EIRELI
Fab01040;01224953000104;THECH DESINFECCAO LTDA
Fab01041;61186938000132;KODAK BRASILEIRA COMERCIO DE PRODUTOS PARA IMAGEM E SERVICOS LTDA
Fab01042;55979736000145;DABI ATLANTE S/A INDUSTRIAS MEDICO ODONTOLOGICA
Fab01043;10555312000115;DENTAL PARTNER COMERCIO DE PRODUTOS E EQUIPAMENTOS ODONTOLOGICOS L
Fab01044;17164113000125;PRIME INSTRUMENTOS CIRURGICOS LTDA
Fab01045;90473216000167;PREVESUL EQUIPAMENTOS E ACESSRIOS PARA SEGURANA NO TRABALHO LTDA
Fab01046;08053383000178;CAITHEC INDUSTRIAL LTDA - ME
Fab01047;81022832000100;ODONTO PROTESE COMERCIAL LTDA - EPP
Fab01048;26240632000116;DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES EIRELI
Fab01049;20273404000166;BIODIAG DIAGNOSTICA E HOSPITALAR LTDA - EPP
Fab01050;01140700000144;PROLINK INDUSTRIA QUIMICA LTDA
Fab01051;09002903000186;VIDA DOCE DISTRIBUIDORA DE MEDICAMENTOS LTDA
Fab01052;03519603000192;HALYARD BRASIL CONSULTORIA LTDA.
Fab01053;02799882000122;LOTUS INDUSTRIA E COMERCIO LTDA.
Fab01054;07242402000141;COSMEFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA
Fab01055;01107391001263;SUPPORT PRODUTOS NUTRICIONAIS LTDA
Fab01056;05971158000122;INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA MACATUBA LTDA - ME
Fab01057;04213977000148;CIRURGICA SAUDE EIRELI
Fab01058;04044775000110;FRANCISCO CARLOS BATISTA PINTO QUIMICA
Fab01059;07275920000161;LENOVO TECNOLOGIA (BRASIL) LIMITADA
Fab01060;42160812000144;BECKMAN COULTER DO BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE LAB
Fab01061;35067853000125;TECHPHARMA HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO EIRELI
Fab01062;72320906000102;LABORATORIO MERCOFARMA LTDA
Fab01063;04992697000185;NOVA RENKO INDUSTRIAL LTDA
Fab01064;02357251000153;LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARE
Fab01065;28857335000140;MAXIMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTO
Fab01066;05167642000101;BOMA COMERCIO LTDA.
Fab01067;09441460000120;PADRAO DIST PROD E EQUIP HOSPITALARES PE CALLOU LTDA
Fab01068;90607656000160;IODONTEC INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA - ME
Fab01069;08868097000160;EUROPAN INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
Fab01070;17099395000124;MAX PRODUTOS HOSPITALARES EIRELI
Fab01071;68577063000149;ELIAH FARMACIA DE MANIPULACAO LTDA
Fab01072;03135603000199;WELCH ALLYN DO BRASIL, COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.
Fab01073;45985371006220;3M DO BRASIL LTDA
Fab01074;07591326000180;MOKSHA8 BRASIL DISTRIBUIDORA E REPRESENTACAO DE MEDICAMENTOS LTDA.
Fab01075;48044358000142;ALAMAR TECNO CIENTIFICA LTDA
Fab01076;72719396000132;BALLDARASSI INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.
Fab01077;09053134000226;ELFA MEDICAMENTOS LTDA
Fab01078;10460674000122;MAX-MEDICAL COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA
Fab01079;05870716000244;NATURELIFE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA
Fab01080;33109356000117;CASA GRANADO LABORATORIOS FARMACIAS E DROGARIAS S A
Fab01081;33247743004450;GLAXOSMITHKLINE BRASIL LTDA
Fab01082;49345358000145;APIS FLORA INDUSTRIAL  E COMERCIAL LTDA
Fab01083;01233103000164;MAPPEL INDUSTRIA DE EMBALAGENS S.A.
Fab01084;08646787000175;MAXINUTRI LABORATORIO NUTRACEUTICO - EIRELI
Fab01085;82387226000151;DUOMED PRODUTOS MÉDICOS HOSPITALARES LTDA - EPP
Fab01086;18459628009767;BAYER S.A.
Fab01087;08580439000142;RICIEX TEXTIL INDUSTRIA E COMERCIO LTDA
Fab01088;04514207000135;LIBEMA PRODUTOS HOSPITALARES LTDA - EPP
Fab01089;46256772000190;SPARTAN DO BRASIL PRODUTOS QUIMICOS LTDA
Fab01090;07607851000146;EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA - HEMOBRAS
Fab01091;30280358000186;ROCHE DIAGNOSTICA BRASIL LTDA
Fab01092;47411780000126;BACE COMERCIO INTERNACIONAL LTDA
Fab01093;10545970000126;VITA MEDICAL MATERIAL HOSPITALAR LTDA - ME
Fab01094;30096901000190;TOSETTI & ARANTES LTDA
Fab01095;04842199000156;KOVALENT DO BRASIL LTDA
Fab01096;33223157000135;MAKROFARMA QUIMICA FARMACEUTICA LTDA
Fab01097;02458924000161;INTERBEL COMERCIO LTDA.
Fab01098;42837716000198;IN VITRO DIAGNOSTICA LTDA
Fab01099;43887033000108;LABORGLAS IND E COM DE MATERIAIS PARA LABORATORIO LTDA
Fab01100;06157734000165;GLOBAL TEC INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS EIRELI - EPP
Fab01101;03993167000199;VIDFARMA INDUSTRIA DE MEDICAMENTOS LTDA
Fab01102;11388997000115;STRA COMERCIO DE PRODUTOS PARA SAUDE LTDA
Fab01103;44734671000153;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
Fab01104;44734671000157;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
Fab01105;44734671000158;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
Fab01106;01517587000173;FILTRAX INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE PROTECAO EIRELI
Fab01107;28584043000180;TOQUE DAS FEITICEIRAS PRODUTOS NATURAIS LTDA
Fab01108;20371330000109;MUNDI EQUIPAMENTOS MEDICOS, ODONTOLOGICOS E VETERINARIOS EIRELI
Fab01109;02101808000190;ALFA INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS PARA LABORATORIOS
Fab01110;67882621000117;J.G. MORIYA REPRESENTACAO, IMPORTADORA E EXPORTADORA COMERCIAL LTD
Fab01111;07626776000160;CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA - EPP
Fab01112;08441496000140;RWR INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA ELETROMEDICINA LTDA
Fab01113;02064224000192;COTTON FIBRA INDUSTRIA E COMERCIO LTDA
Fab01114;05022486000182;MACRO LIFE IMPORTADORA DE PRODUTOS MEDICOS - EIRELI
Fab01115;27080739000107;PRIME SOLUCOES EM SAUDE EIRELI
Fab01116;10383777000136;CICARELLI INSTRUMENTOS CIRURGICOS LTDA - ME
Fab01117;73279044000176;ORTUS IND. E COM. LTDA
Fab01118;04168171000185;BIOLOGICAL LTDA
Fab01119;01997891000165;INJEFLEX INDUSTRIA E COMERCIO DE DISPOSITIVOS E PRODUTOS MEDICOS L
Fab01120;00802002000102;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA
Fab01121;84551191000170;SILVA & SILVA PRODUTOS FARMACEUTICOS LTDA
Fab01122;02193012000105;VENOSAN BRASIL LTDA
Fab01123;72979305000106;ALERGOSHOP PRODUTOS PARA ALERGICOS LTDA
Fab01124;51285641000170;EMBRAMAC EMP BRAS DE MAT CIR IND COM IMP E EXPORT LTDA
Fab01125;08308147000155;SUPERMEDY IMPORTACAO E EXPORTACAO EIRELI - EPP
Fab01126;11026207000151;SP MARCAS - COMERCIO E DISTRIBUICAO DE PRODUTOS TEXTEIS HOSPITALAR
Fab01127;05263709000101;ROBISA INDUST. E COMER. MATERIAL HOSPITALAR LTDA
Fab01128;53100731000175;VISIONAIRE INSTALACAO DE PAREDES DIVISORIAS CORPORATIVA EIRELI - E
Fab01129;02216436000148;NORTEXTIL NORDESTE TEXTIL LTDA - EPP
Fab01130;14801315000223;SR ORTOCENTER LTDA - ME
Fab01131;66835281000100;BALMAK INDUSTRIA E COMERCIO LTDA
Fab01132;00826788000190;RICARDO RUBIO - EPP
Fab01133;97520618000114;JG DE MELLO - PINTURAS
Fab01134;09058456000187;MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICO
Fab01135;07130168000160;LEANDRO KLEBER RIBEIRO DOS SANTOS - ME
Fab01136;69163970000104;EYETEC EQUIPAMENTOS OFTALMICOS,INDUSTRIA, COMERCIO, IMPORTACAO E E
Fab01137;53144929000150;XENONIO INDUSTRIA DE EQUIPAMENTOS MEDICOS EIRELI
Fab01138;45198496000198;TECNOBRASIL INDUSTRIA E COMERCIO LTDA
Fab01139;82478140000134;SALVI, LOPES & CIA. LTDA - ME
Fab01140;03580620000135;MEDSTAR IMPORTACAO E EXPORTACAO LTDA
Fab01141;14829987000166;OLTRAMED COMERCIO DE PRODUTOS MEDICOS LTDA
Fab01142;71675508000138;WL COMERCIO DE IMPORTACAO E EXPORTACAO LTDA
Fab01143;09256871000226;DIVCOM PHARMA PRODUTOS FARMACEUTICOS NORDESTE LTDA
Fab01144;10921809000100;D3JF EMPREENDIMENTOS COMERCIAIS EIRELI
Fab01145;53393690000152;QUIMESP QUIMICA LTDA.
Fab01146;38646188000112;ANTARES QUIMICA LTDA - EPP
Fab01147;03145540000151;ORTHOCREM INDUSTRIA E COMERCIO LTDA - EPP
Fab01148;11671812000185;VIVA BOX LTDA - ME
Fab01149;19933144000129;QR CONSULTING, IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA
Fab01150;24039450000156;HDX COMERCIAL EIRELI
Fab01151;02351301000195;SPADON & CALIXTO LTDA
Fab01152;14117593000185;CAMPER EQUIPAMENTOS DE PROTECAO LTDA
Fab01153;73318693000139;V P - MEDICAMENTOS - EIRELI - ME
Fab01154;70942586000199;FARMAVIDA MEDICAMENTOS LTDA
Fab01155;22499940000100;A G ROSSATO - DISTRIBUIDORA
Fab01156;18842124000180;MJS INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA
Fab01157;06194440000103;ODONTOMEDI - PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA - EPP
Fab01158;11830264000199;PROLIFE PRODUTOS ORTOPEDICOS LTDA - EPP
Fab01159;02916028000107;FRADEL-MED INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA - EPP
Fab01160;14272952000179;VERA LUCIA FRANCISCA DOS SANTOS
Fab01161;71447486000159;INDUSTRIA E COMERCIO DE MATERIAIS DE ACUPUNTURA LTDA - ME
Fab01162;29907666000100;RANGEL HOSPITALAR - EIRELI
Fab01163;04639814000121;SEQUENCIAL MILIMETRICA INDUSTRIA DE EQUIPAMENTOS ORTOPEDICOS LTDA.
Fab01164;32635445000134;VALE COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES - EIRELI
