id_fabricante;cnpj_fabricante;fabricante
Fab03637;01202521000194;PLASTIC WAY PRODUTOS PARA A SAUDE LTDA
Fab03638;45987013000134;ORGANON FARMACEUTICA LTDA.
Fab03639;03402979000384;M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03640;22656836000181;KAIROS COMERCIO DE FRALDAS E CONFECCOES LTDA
Fab03641;56998982000107;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.
Fab03642;03145540000151;ORTHOCREM INDUSTRIA E COMERCIO LTDA
Fab03643;00332257000140;E. DE GODOY BRAGANCA TEXTIL
Fab03644;73856600000000;PRATI, DONADUZZI & CIA LTDA
Fab03645;18324300000000;BELFAR LTDA
Fab03646;05161070000000;BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.
Fab03647;04301880000000;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA
Fab03648;17562100000000;CIFARMA CIENTIFICA FARMACEUTICA LTDA
Fab03649;02814500000000;CIMED INDUSTRIA S.A.
Fab03650;28104240000236;QUALYNUTRI NUTRACEUTICOS LTDA
Fab03651;02501300000000;PHARLAB INDUSTRIA FARMACEUTICA S.A
Fab03652;07613369000119;PACKFLEX INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA
Fab03653;34526300000000;RIOQUIMICA INDUSTRIA QUIMICA LTDA
Fab03654;03603516000119;PROMEL IND. COM. IMP. E EXP. DE PRODS. NATURAIS LTDA
Fab03655;01564260000000;WASSER FARMA LTDA
Fab03656;17174700000000;HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
Fab03657;06628330000000;FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
Fab03658;04752991000110;BIOMM S/A
Fab03659;18268051000164;CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.
Fab03660;00625692000163;TOMMASI IMPORTACAO E EXPORTACAO LTDA.
Fab03661;53359824000119;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
Fab03662;08803423000151;KOP DO BRASIL INDUSTRIAS FARMACEUTICAS LTDA
Fab03663;96167887000186;PRATA HOSPITALAR LTDA
Fab03664;22635177000105;MEDICOM LTDA
Fab03665;26898124000120;FARMANORTE COMERCIO E MANIPULACAO DE MEDICAMENTOS LTDA
Fab03666;73008682000152;LABINBRAZ COMERCIAL LTDA
Fab03667;00626948000157;HANESBRANDS BRASIL TEXTIL LTDA.
Fab03668;01358874001664;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA
Fab03669;09244998000144;INDUSTRIA E COMERCIO DE PRODUTOS CIENTIFICOS PERFECTA LTDA.
Fab03670;41041094000124;SOCC COMERCIO E CONFECCAO DE PRODUTOS DESCARTAVEIS LTDA
Fab03671;03431790000158;RAQUEL NOGUEIRA SOROCABA LTDA
Fab03672;10733878000190;FLEX INDUSTRIA E COMERCIO DE PAPEIS LTDA
Fab03673;11082598000121;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMENTOS LTDA
Fab03674;40175705000164;CEI COMERCIO EXPORTACAO E IMP DE MAT MEDICOS LTDA
Fab03675;11440977000146;MED LIGHT EQUIPAMENTOS MEDICOS HOSPITALARES LTDA
Fab03676;01513946000114;BOSTON SCIENTIFIC DO BRASIL LTDA
Fab03677;19848316000166;BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITALARES S A
Fab03678;54801196000142;HP BIOPROTESES LTDA
Fab03679;07295190000160;DBI COMERCIO E IMPORTACAO LTDA
Fab03680;85081446000140;JOHNNY FELIPE CONTESINI DE OLIVEIRA LTDA
Fab03681;08697852000191;ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA
Fab03682;04242860000192;MEDI-GLOBE BRASIL LTDA
Fab03683;25210463000109;PTC FARMACEUTICA DO BRASIL LTDA.
Fab03684;15031173000144;MERCANTIL BARRETO COMERCIAL DE PRODUTOS HOSPITALARES E SUPRIMENTOS LTDA
Fab03685;60862208000141;FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA
Fab03686;01997891000165;INJEFLEX INDUSTRIA E COMERCIO DE DISPOSITIVOS E PRODUTOS MEDICOS LTDA
Fab03687;20920517000106;MRM HOSPITALAR LTDA
Fab03688;59233783000104;STERIS SOLUTIONS DO BRASIL IMPORTACAO E COMERCIALIZACAO DE PRODUTOS DA SAUDE LTDA.
Fab03689;66783630000279;PRO-LIFE EQUIPAMENTOS MEDICOS LTDA
Fab03690;05993698000107;1000MEDIC DISTRIBUIDORA IMPORTADORA EXPORTADORA DE MEDICAMENTOS LTDA
Fab03691;03090848000147;ECEL INDUSTRIA E COMERCIO LTDA
Fab03692;07439329000526;DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA
Fab03693;61489381000109;KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA EM RECUPERACAO JUDICIAL
Fab03694;15822337000151;RESGATEX LTDA
Fab03695;07626776000160;CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA
Fab03696;67882621000117;J.G. MORIYA REPRESENTACAO, IMPORTADORA E EXPORTADORA COMERCIAL LTDA.
Fab03697;02949582000182;MEDICALWAY EQUIPAMENTOS MEDICOS LTDA
Fab03698;09058456000187;MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA
Fab03699;79401303000176;TECENIL TECELAGEM NILO LTDA
Fab03700;00008354000182;BIOSENSOR INDUSTRIA E COMERCIO LTDA
Fab03701;07489080000130;RAZEK EQUIPAMENTOS LTDA
Fab03702;14727893000186;MOBIL SAUDE COMERCIAL LTDA
Fab03703;01000823000180;SOLUMED MATERIAIS MEDICOS LTDA
Fab03704;12424020000179;NOVAMED FABRICACAO DE PRODUTOS FARMACEUTICOS LTDA.
Fab03705;05090043000129;DROXTER INDUSTRIA, COMERCIO E PARTICIPACOES LTDA.
Fab03706;55972100000000;JP INDUSTRIA FARMACEUTICA S/A
Fab03707;05216860000000;BIOBASE INDUSTRIA E COMERCIO LTDA
Fab03708;61461034000178;CARCI INDUSTRIA E COMERCIO DE APARELHOS CIRURGICOS E ORTOPEDICOS LTDA
Fab03709;02704300000000;BIOMEDICA - ESTEVES & ANJOS LTDA
Fab03710;02543673000113;3 - R INDUSTRIA E COMERCIO LTDA
Fab03711;71917181000163;NSK BRASIL LTDA
Fab03712;08639512000104;EURODONTO IMPORTACAO E EXPORTACAO LTDA
Fab03713;05785287000126;ENDOMASTER COMERCIO DE EQUIPAMENTOS OPTICOS CIENTIFICOS LTDA
Fab03714;66437831000133;HTS - TECNOLOGIA EM SAUDE COMERCIO IMPORTACAO E EXPORTACAO LTDA
Fab03715;55979736000145;ALLIAGE S/A INDUSTRIAS MEDICO ODONTOLOGICA
Fab03716;06143680000000;BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA
Fab03717;68194500000000;MEDICAL TEXTIL HOSPITALAR LTDA
Fab03718;03145540000000;ORTHOCREM INDUSTRIA E COMERCIO LTDA
Fab03719;04890800000000;ORTOM INDUSTRIA TEXTIL LTDA
Fab03720;08308147000155;SUPERMEDY IMPORTACAO E EXPORTACAO LTDA
Fab03721;59231500000000;KOLPLAST CI LTDA
Fab03722;11957593000103;CLEAN MEDICAL COMERCIO E LOCACAO DE EQUIPAMENTOS HOSPITALARES S.A.
Fab03723;31258478000140;TECHNEW COMERCIO E INDUSTRIA LTDA. - FALIDO
Fab03724;06274095000118;AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA
Fab03725;38391432000143;OPELLA HEALTHCARE BRAZIL LTDA
Fab03726;05218197000153;TAYLOR FARMACIA DE MANIPULACAO LTDA
Fab03727;03033589000112;OLIMED MATERIAL HOSPITALAR S.A.
Fab03728;00406859000103;AGAPLASTIC INDUSTRIA E COMERCIO LTDA
Fab03729;10284284000149;ALEXION SERVICOS E FARMACEUTICA DO BRASIL LTDA
Fab03730;07439329000100;DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA
Fab03731;04352265000100;ALIVE HEART COMERCIO DE MATERIAL MEDICO LTDA
Fab03732;43566371000148;BADEIA COMERCIO E IMPORTACAO LTDA
Fab03733;10424098000168;INDUSTRIA DE CONFECCOES K-DU LTDA
Fab03734;56990534000167;UNIAO QUIMICA INTERNACIONAL LTDA
Fab03735;10607423000128;HARBO MEDICAL LTDA
Fab03736;11026207000151;SP MARCAS - INDUSTRIA E COMERCIO DE PRODUTOS TEXTEIS HOSPITALARES LTDA
Fab03737;33474289000130;FARMABRAZ BETA ATALAIA FARMACEUTICA LTDA
Fab03738;19568801000186;SUGBEM - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA
Fab03739;97127559000119;MK PRODUTOS PARA SAUDE LTDA
Fab03740;44239382000186;PHOENIX INDUSTRIA E COMERCIO DE EQUIPAMENTOS CIENTIFICOS LTDA
Fab03741;60666000000000;UNIAO QUIMICA FARMACEUTICA NACIONAL S A
Fab03742;22391828000150;INJET MED INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA
Fab03743;54565478000198;SISPACK MEDICAL LTDA.
Fab03744;05161206000117;CLEAN UP BRAZIL BIOTECNOLOGIA LTDA
Fab03745;06940329000208;MED SHARP INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03746;43179225000160;TRANSMAI EQUIPAMENTOS MEDICOS HOSPITALARES LTDA
Fab03747;48767628000143;RICHARDS DO BRASIL PRODUTOS CIRURGICOS LTDA.
Fab03748;17875200000000;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
Fab03749;12666139000158;QUALITY CIENTIFICA LTDA
Fab03750;09649291000118;INOX BRASIL INDUSTRIA E COMERCIO LTDA
Fab03751;07204369000165;ANA SILVIA ALVES MARTINS FALEIROS DE ANDRADE
Fab03752;05788117000103;METALIC MEDICAL PRODUTOS HOSPITALARES LTDA
Fab03753;19632287000109;NEURO TECNOLOGIA DA AMERICA LATINA IMPORTACAO E EXPORTACAO LTDA.
Fab03754;23829339000109;INFINITI CONFECCAO LTDA
Fab03755;08675394000190;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA
Fab03756;58188194000261;GN INJECTA INDUSTRIA, COMERCIO DE MATERIAIS MEDICOS, CIRURGICOS, ODONTOLOGICOS E DESCARTAVEIS LTDA
Fab03757;16800585000164;WAGNER DONALDO LOUZADA
Fab03758;00947389000187;FLEXOR INDUSTRIA E COMERCIO DE PRODUTOS MEDICO HOSPITALAR LTDA
Fab03759;00814559000155;SURYA DENTAL COMERCIO DE PRODUTOS ODONTOLOGICOS E FARMACEUTICOS S/A
Fab03760;06923493000207;MEDFIO INDUSTRIA E COMERCIO DE ARTIGOS ODONTOLOGICOS LTDA.
Fab03761;64178619000173;NALGON EQUIPAMENTOS CIENTIFICOS LTDA
Fab03762;05953723000129;SENIR EMBALAGENS LTDA
Fab03763;30064034000100;INSTITUTO VITAL BRAZIL S/A (CENTRO DE PESQUISAS, PRODUTOS QUIMICOS E BIOLOGICOS)
Fab03764;00662798000137;VITAL ATMAN LTDA
Fab03765;96282090000120;DURAMAX INDUSTRIA E COMERCIO LTDA
Fab03766;28273249000190;NEO INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03767;13247896000150;INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA
Fab03768;07186183000120;TEXPHARMA INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
Fab03769;59506071000103;UNIAO TEXTIL COMERCIO E BENEFICIAMENTO DE PRODUTOS DE ALGODAO LTDA
Fab03770;78515210000100;CONTROLLER COMERCIO E SERVICOS LTDA
Fab03771;57688657000100;EVER GREEN INDUSTRIA E COMERCIO LTDA
Fab03772;23402794000115;CLEANUP INDUSTRIA E COMERCIO DE CALCADOS LTDA
Fab03773;42374200000000;LABORATORIOS SERVIER DO BRASIL LTDA
Fab03774;05439640000000;ANTIBIOTICOS DO BRASIL LTDA.
Fab03775;64171700000000;ACCORD FARMACEUTICA LTDA
Fab03776;15652500000000;NATUBRAS INDUSTRIA E COMERCIO DE PRODUTOS NATURAIS LTDA
Fab03777;02685380000000;SANOFI-AVENTIS FARMACEUTICA LTDA
Fab03778;82278000000000;NOVO NORDISK FARMACEUTICA DO BRASIL LTDA
Fab03779;25773000000000;PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
Fab03780;46179000000000;BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.
Fab03781;46658233000187;INDUSTRIA TEXTIL COLINA LTDA
Fab03782;18252904000170;HEALTH CARE & DUBEBE COMERCIO, IMPORTACAO, EXPORTACAO DE PRODUTOS DE HIGIENE PESSOAL, COSMETICOS E PERFUMARIA LTDA
Fab03783;14202920000105;PROTMED INDUSTRIA E COMERCIO LTDA
Fab03784;10848200000000;FITOWAY LABORATORIO NUTRICIONAL LTDA
Fab03785;04459120000000;SAMTEC BIOTECNOLOGIA LTDA
Fab03786;56998700000000;ABBOTT LABORATORIOS DO BRASIL LTDA
Fab03787;49475800000000;BIOLAB SANUS FARMACEUTICA LTDA
Fab03788;02456960000000;NATULAB LABORATORIO S.A
Fab03789;44734671002286;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
Fab03790;07316690000000;FORMULAS MAGISTRAIS MANIPULACOES ESPECIAIS LTDA
Fab03791;16101000000000;NUTIVIT SUPLEMENTOS ALIMENTARES LTDA
Fab03792;73663700000000;RANBAXY FARMACEUTICA LTDA
Fab03793;10588600000000;SANOFI MEDLEY FARMACEUTICA LTDA
Fab03794;16686340000158;CRIS BELLA FARMACIA E MANIPULACAO LTDA
Fab03795;45992100000000;GERMED FARMACEUTICA LTDA
Fab03796;60879800000000;LABORATORIO TAYUYNA LTDA
Fab03797;49324200000000;FRESENIUS KABI BRASIL LTDA.
Fab03798;61190100000000;EUROFARMA LABORATORIOS S.A.
Fab03799;10268800000000;MEDIX BRASIL LTDA
Fab03800;51753400000000;GOLGRAN INDUSTRIA E COMERCIO DE INSTRUMENTAL ODONT LTDA
Fab03801;31116200000000;DENTSPLY INDUSTRIA E COMERCIO LIMITADA
Fab03802;39491000000000;MDR INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA
Fab03803;05823210000000;MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS S.A.
Fab03804;28532000000000;MRV PRODUTOS MEDICOS E ODONTOLOGICOS LTDA.
Fab03805;45198500000000;TECNOBRASIL INDUSTRIA E COMERCIO LTDA
Fab03806;04008320000000;ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA
Fab03807;01005730000000;LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA
Fab03808;68567700000000;S S WHITE ARTIGOS DENTARIOS S/A
Fab03809;93185600000000;SCHUSTER COMERCIO DE EQUIPAMENTOS ODONTOLOGICOS LTDA
Fab03810;01057430000000;DESCARPACK DESCARTAVEIS DO BRASIL LTDA
Fab03811;28415100000000;ANAPOLIS INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03812;48767800000000;LABORDENTAL LTDA
Fab03813;05753430000000;BLUE DENT DENTAL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA
Fab03814;03021560000000;PREMIUM INDUSTRIA E COMERCIO LTDA
Fab03815;05150340000000;MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA
Fab03816;03225410000000;MISSNER & MISSNER LTDA.
Fab03817;84833900000000;BIODINAMICA QUIMICA E FARMACEUTICA LTDA
Fab03818;02881880000000;POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03819;21172700000000;ERS INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA S.A
Fab03820;10403200000000;AMED S/A
Fab03821;06029006000178;MDA INDUSTRIA E COMERCIO LTDA
Fab03822;50885300000000;NSR INDUSTRIA , COMERCIO E REPRESENTACOES LTDA
Fab03823;32407500000000;INDUSTRIA FRONTINENSE DE LATEX SA
Fab03824;20480500000000;MAXI CONFORT IMPORTACAO E EXPORTACAO LTDA
Fab03825;04356660000000;AAF DO BRASIL PRODUTOS ODONTOLOGICOS LTDA
Fab03826;00257992000000;ANGELUS INDUSTRIA DE PRODUTOS ODONTOLOGICOS S/A
Fab03827;07482840000000;R.P. VILELA EQUIPAMENTOS INDUSTRIAIS LTDA
Fab03828;00015955000112;SDI BRASIL PARTICIPACOES LTDA
Fab03829;02039110000000;MICRODONT COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS PARA USO MEDICO E ODONTO LTDA
Fab03830;84683600000000;EH BRASIL INDUSTRIA E COMERCIO LTDA.
Fab03831;03237990000000;KELLDRIN INDUSTRIAL LTDA
Fab03832;63643600000000;TANARIMAN INDUSTRIAL LTDA
Fab03833;71015853000145;DIAMED LATINO AMERICA S.A
Fab03834;08044110000000;ALT - EQUIPAMENTOS MEDICOS ODONTOLOGICOS LTDA
Fab03835;81591800000000;TDV DENTAL LTDA
Fab03836;11172800000000;TOP MED IMPORTACAO E DISTRIBUICAO LTDA
Fab03837;06981320000000;AMERICAN INSTRUMENTS LTDA
Fab03838;09032630000000;AGFA DO BRASIL LTDA.
Fab03839;65651000000000;MADEITEX COMERCIO VAREJISTA DE ARTEFATOS DE LATEX LTDA
Fab03840;05855000000000;CICLO FARMA INDUSTRIA QUIMICA LTDA
Fab03841;80392400000000;J. PROLAB INDUSTRIA E COMERCIO DE PRODUTOS PARA LABORATORIO LTDA
Fab03842;07767477000146;BIOMOLECULAR TECHNOLOGY COMERCIO, IMPORTACAO, EXPORTACAO E DISTRIBUICAO DE MATERIAIS MEDICOS E LABORATORIAIS LTDA
Fab03843;26402100000000;BELIFE INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAIS HOSPITALARES LTDA
Fab03844;41150200000000;RAVA EMBALAGENS INDUSTRIA E COMERCIO LTDA
Fab03845;21043200000000;BIOTECHMAX HOSPITALAR LTDA
Fab03846;21197000000000;SOLIDA HOSPITALAR - DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA
Fab03847;09542980000000;SOROCAPS INDUSTRIA FARMACEUTICA LTDA
Fab03848;09601610000000;COSMODERMA INDUSTRIA E COMERCIO LTDA
Fab03849;11082598000393;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMENTOS LTDA
Fab03850;19006700000000;KASMED IMPORTACAO E COMERCIO LTDA
Fab03851;03578190000000;TECNOFIO INDUSTRIA E COMERCIO DE FIOS E MATERIAIS ISOLANTES LTDA
Fab03852;17935900000000;MAXX INDUSTRIA E COMERCIO DE PAPEL LTDA
Fab03853;03713940000000;MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA
Fab03854;32784492000140;M.R. OEMED INDUSTRIA FARMACEUTICA LTDA
Fab03855;10589833000193;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DA COLONIA PINDORAMA LTDA.
Fab03856;02552927000160;OCTAPHARMA BRASIL LTDA.
Fab03857;07032640000000;ASSUT EUROPE LATINO AMERICA IMPORTACAO E EXPORTACAO LTDA
Fab03858;01440590000000;FRESENIUS MEDICAL CARE LTDA
Fab03859;61068800000000;SANVAL COMERCIO E INDUSTRIA LTDA
Fab03860;60659500000000;ACHE LABORATORIOS FARMACEUTICOS SA
Fab03861;10220900000000;CAMAHE INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS PARA A SAUDE LTDA
Fab03862;31170914000124;MAYBEN PHARMACEUTICAL LTDA
Fab03863;34143706000124;MAISMED COMERCIO DE PRODUTOS PARA SAUDE LTDA
Fab03864;28753800000000;ISOFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA
Fab03865;02625810000000;BRUTHAN COMERCIAL LTDA.
Fab03866;49601107000184;FRESENIUS HEMOCARE BRASIL LTDA.
Fab03867;37876642000169;LF INDUSTRIA E COMERCIO LTDA
Fab03868;13780300000000;GLOBAL INDUSTRIA E COMERCIO DE SUPRIMENTOS PARA AREA MEDICA LTDA
Fab03869;13229600000000;VENEZA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
Fab03870;56994500000000;NOVARTIS BIOCIENCIAS SA
Fab03871;11643100000000;MYLAN LABORATORIOS LTDA.
Fab03872;18575400000000;FRANCEFARMA INDUSTRIA DE COSMETICOS LTDA
Fab03873;01640262000183;CITOPHARMA MANIPULACAO DE MEDICAMENTOS ESPECIAIS LTDA
Fab03874;26397200000000;3P MEDICAL LTDA
Fab03875;07415630000000;TKL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
Fab03876;06207440000000;PROTEC EXPORT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA
Fab03877;93480200000000;CIEX DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA
Fab03878;49604200000000;MULTIGEL INDUSTRIA E COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS PARA SAUDE LTDA
Fab03879;02949580000000;MEDICALWAY EQUIPAMENTOS MEDICOS LTDA
Fab03880;10692900000000;DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA
Fab03881;39033000000000;VIC PHARMA INDUSTRIA E COMERCIO LTDA
Fab03882;60397800000000;TAKEDA PHARMA LTDA.
Fab03883;33009900000000;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A
Fab03884;43940600000000;ELI LILLY DO BRASIL LTDA
Fab03885;05452890000000;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA
Fab03886;60831700000000;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.
Fab03887;00376959000000;IFAL IND E COM DE PRODUTOS FARMACEUTICOS LTDA
Fab03888;02290277000121;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA
Fab03889;06940329000119;MED SHARP INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab03890;08145930000000;FAMADER FARMACIA DE MANIPULACAO LTDA
Fab03891;10512200000000;JP PHARMA IMPORTACAO E DISTRIBUICAO LTDA
Fab03892;12561300000000;NOVAINSTRUMENTS EQUIPAMENTOS PARA LABORATORIO LTDA
Fab03893;06697493000147;REINALDO PERSONA FARMACIA DE MANIPULACAO LTDA
Fab03894;48344700000000;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
Fab03895;43312500000000;SUPERA FARMA LABORATORIOS S.A.
Fab03896;02535510000000;ECOPER QUIMICA LTDA
Fab03897;03936630000000;OXIBORGES - COMERCIO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA.
Fab03898;01784790000000;EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -
Fab03899;02433630000000;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA
Fab03900;60726700000000;MARJAN INDUSTRIA E COMERCIO LTDA
Fab03901;03850310000000;TEC-MAYER IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MEDICOS LTDA
Fab03902;62462000000000;APSEN FARMACEUTICA S/A
Fab03903;06697490000000;REINALDO PERSONA FARMACIA DE MANIPULACAO LTDA
Fab03904;33150800000000;BIOLAB FARMA GENERICOS LTDA
Fab03905;15822300000000;RESGATEX LTDA
Fab03906;15058200000000;NUTRIEX INDUSTRIA DE COSMETICOS LTDA
Fab03907;60318800000000;ASTRAZENECA DO BRASIL LTDA.
Fab03908;01801510000000;ACONOX METALURGICA LTDA
Fab03909;09649290000000;INOX BRASIL INDUSTRIA E COMERCIO LTDA
Fab03910;05818420000000;AMCOR FLEXIBLES BRASIL LTDA
Fab03911;68210700000000;DINAMICA QUIMICA CONTEMPORANEA LTDA
Fab03912;11463600000000;ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA
Fab03913;19844900000000;ERIMED INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA
Fab03914;48767600000000;RICHARDS DO BRASIL PRODUTOS CIRURGICOS LTDA.
Fab03915;58268200000000;ABC INSTRUMENTOS CIRURGICOS LTDA
Fab03916;70306500000000;NEVOA PRODUTOS HIGIENICOS LTDA
Fab03917;06105360000000;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA
Fab03918;40192608000180;BELLAFRAL CONFORT INDUSTRIA LTDA
Fab03919;03921280000000;MEDCLEAN COMERCIAL LTDA
Fab03920;05343030000000;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA
Fab03921;04854180000000;DPC DO BRASIL LTDA
Fab03922;06207500000000;EURO MED INDUSTRIA E COMERCIO LTDA
Fab03923;55643600000000;RIOQUIMICA S.A.
Fab03924;51533527000112;ATACADISTA DE FRALDAS MUNDIAL LTDA
Fab03925;04053063000167;MED GOLDMAN INDUSTRIA E COMERCIO LTDA
Fab03926;59556600000000;MARK MED INDUSTRIA E COMERCIO LTDA
Fab03927;00412880000103;EMBALI INDUSTRIAS PLASTICAS LTDA
Fab03928;08145250000121;MEDICALMED COMERCIO DE MATERIAIS MEDICOS LTDA
Fab03929;47963300000000;ANIDROL INDUSTRIA QUIMICA LTDA
Fab03930;86847900000000;BIOMEDICAL COMERCIO, INDUSTRIA, IMPORTACAO E EXPORTACAO DE PRODUTOS BIOMEDICOS LTDA.
Fab03931;47193100000000;CIRURGICA BRASIL COMERCIAL E IMPORTADORA LTDA
Fab03932;48939300000000;MEDI HOUSE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS E HOSPITALARES LTDA
Fab03933;36008300000000;COMMAR COMERCIO INTERNACIONAL LTDA
Fab03934;84966500000000;MAXICOR PRODUTOS MEDICOS LTDA
Fab03935;18466500000000;PROTECTOR PRODUTOS HOSPITALARES LTDA
Fab03936;13644713000130;ROMED INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
Fab03937;49354000000000;OXIGEL MATERIAIS HOSPITALARES INDUSTRIA E COMERCIO LTDA
Fab03938;78746800000000;CASEX IND DE PLASTICOS E PROD MEDICOS HOSPITALARES LTDA
Fab03939;26751200000000;AMERICAN HEALTH PRODUTOS PARA SAUDE LTDA
Fab03940;78742500000000;JOAOMED COMERCIO DE MATERIAIS CIRURGICOS S/A
Fab03941;11205000000000;ASTROMED INDUSTRIA E COMERCIO DE EMBALAGENS FLEXIVEIS LTDA
Fab03942;10345462000102;OMRON HEALTHCARE BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA.
Fab03943;04506490000000;HELIANTO FARMACEUTICA LTDA
Fab03944;44010400000000;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
Fab03945;12936032000182;DENTAL COMERCIO DE PRODUTOS ODONTO-MEDICOS LTDA
Fab03946;03620720000000;CMOS DRAKE S.A
Fab03947;01592547000196;ESSENCIAL COSMETICOS INDUSTRIA LTDA
Fab03948;36164893000158;G.G INDUSTRIA E COMERCIO DE PLASTICOS LTDA
Fab03949;03033615000102;NEW TURTLE INDUSTRIA E COMERCIO DE PECAS DE PLASTICOS E METAIS LTDA
Fab03950;11957600000000;CLEAN MEDICAL COMERCIO E LOCACAO DE EQUIPAMENTOS HOSPITALARES S.A.
