id_produto;codigo_br;descricao_catmat;generico;unidade_fornecimento;status_utilizacao
Pro04022;470197;TERMÔMETRO CLÍNICO, AJUSTE:DIGITAL, INFRAVERMELHO, TIPO :TEMPERATURA CORPORAL, COMPONENTES:C/ ALARMES, MEDIÇÃO À DISTÂNCIA, E;NÃO;UNIDADE            ;Utilizado
Pro04023;239065;LÂMINA BISTURI, MATERIAL:AÇO INOXIDÁVEL, TAMANHO:Nº 15, TIPO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL;NÃO;CAIXA 100,00 UN    ;Utilizado
Pro04024;249870;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:KELLY, TIPO PONTA:CURVA, COMPRIMENTO:14 CM, TIPO CABO:COM TRAVA, APLICAÇÃO;NÃO;UNIDADE            ;Utilizado
Pro04025;250176;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:POZZI, TIPO PONTA:RETA, COMPRIMENTO:24 CM, TIPO CABO:COM TRAVA, CARACTERÍS;NÃO;UNIDADE            ;Utilizado
Pro04026;251766;PORTA-AGULHA, MATERIAL:AÇO INOXIDÁVEL, TIPO:CASTROVIEJO, COMPRIMENTO:16 CM;NÃO;UNIDADE            ;Utilizado
Pro04027;271051;ATROPINA SULFATO, DOSAGEM:10 MG/ML, USO:SOLUÇÃO OFTÁLMICA;NÃO;FRASCO 5,00 ML     ;Utilizado
Pro04028;271994;AGULHA COLETA SANGUE À VÁCUO, MATERIAL:AÇO INOXIDÁVEL, TIPO:BISEL TRIFACETADO, SILICONIZADA,ESTÉRIL, TIPO USO:DESCARTÁVEL, ME;NÃO;UNIDADE            ;Utilizado
Pro04029;273839;SIBUTRAMINA, CONCENTRAÇÃO:15 MG;NÃO;CÁPSULA            ;Utilizado
Pro04030;274615;VÁLVULA, TIPO:REGULADORA, APLICAÇÃO:P/ REDE DE O2 E AR COMPRIMIDO;NÃO;UNIDADE            ;Utilizado
Pro04031;275484;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:KELLY, TIPO PONTA:RETA, COMPRIMENTO:14 CM;NÃO;UNIDADE            ;Utilizado
Pro04032;279892;FRASCO - TIPO ALMOTOLIA, MATERIAL:EM POLIETILENO (PLÁSTICO), TIPO BICO:BICO CURVO,ÂNGULO DE 90° PARTE MEDIAL, C/PROTETOR, TIP;NÃO;UNIDADE            ;Utilizado
Pro04033;279895;FRASCO - TIPO ALMOTOLIA, MATERIAL:EM POLIETILENO (PLÁSTICO), TIPO BICO:BICO RETO, LONGO, ESTREITO, COM PROTETOR, TIPO TAMPA:T;NÃO;UNIDADE            ;Utilizado
Pro04034;280415;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:HEMOSTÁTICA, TIPO PONTA:PONTA RETA, COMPRIMENTO:14 CM, TIPO:CLAMP;NÃO;UNIDADE            ;Utilizado
Pro04035;281141;EXTENSÃO, MATERIAL:PVC, TIPO:ATÓXICO, TRANSMITÂNCIA:VERDE, COMPRIMENTO:2 M, USO:P/ CATETER DE OXIGENOTERAPIA, CARACTERÍSTICAS;NÃO;UNIDADE            ;Utilizado
Pro04036;285269;TESOURA, MATERIAL:AÇO INOXIDÁVEL, COMPRIMENTO:14 CM, TIPO PONTA:RETA ROMBA, ESTERILIDADE:ESTÉRIL, APLICAÇÃO:CIRURGIA GERAL, C;NÃO;UNIDADE            ;Utilizado
Pro04037;295714;CLOREXIDINA DIGLICONATO, ASPECTO FÍSICO:LÍQUIDO, CONCENTRAÇÃO:EM SOLUÇÃO AQUOSA À 20%;NÃO;LITRO              ;Utilizado
Pro04038;299716;TESOURA, MATERIAL:AÇO INOXIDÁVEL, COMPRIMENTO:14 CM, TIPO PONTA:CURVA, APLICAÇÃO:USO EM CIRURGIAS, TIPO:TIPO LAHEY;NÃO;UNIDADE            ;Utilizado
Pro04039;301794;FIO DE SUTURA, MATERIAL:CATGUT SIMPLES C/ AGULHA, TIPO FIO:2-0, CARACTERÍSTICAS ADICIONAIS:LAÇADO, TIPO AGULHA:1/2 CÍRCULO CI;NÃO;UNIDADE            ;Utilizado
Pro04040;306379;FIO DE SUTURA, MATERIAL:NYLON MONOFILAMENTO, TIPO FIO:6-0, COR:PRETA, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULH;NÃO;UNIDADE            ;Utilizado
Pro04041;309041;FOLINATO DE CÁLCIO, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;FRASCO 10,00 ML    ;Utilizado
Pro04042;309041;FOLINATO DE CÁLCIO, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;FRASCO 30,00 ML    ;Utilizado
Pro04043;320206;FIO DE SUTURA, MATERIAL:NYLON MONOFILAMENTO, TIPO FIO:2-0, COR:PRETA, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULH;NÃO;UNIDADE            ;Utilizado
Pro04044;328903;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, MODELO:CHERON, COMPRIMENTO:24 CM;NÃO;UNIDADE            ;Utilizado
Pro04045;332727;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE:QUANTITATIVO DE BETA HCG, MÉTODO:;NÃO;TESTE              ;Utilizado
Pro04046;332914;PINÇA CIRÚRGICA 1, MATERIAL:AÇO INOXIDÁVEL, TIPO PONTA:RETA, COMPRIMENTO:9 CM, CARACTERÍSTICAS ADICIONAIS:DELICADA, TIPO:HART;NÃO;UNIDADE            ;Utilizado
Pro04047;335904;LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:GRANDE, CARACTERÍSTICAS ADICIONAIS:L;NÃO;PAR                ;Utilizado
Pro04048;342506;LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:MÉDIO, CARACTERÍSTICAS ADICIONAIS:LU;NÃO;PAR                ;Utilizado
Pro04049;378218;BACIA - USO HOSPITALAR, MATERIAL:AÇO INOXIDÁVEL, DIÂMETRO:40 CM, CAPACIDADE:6.300 ML;NÃO;UNIDADE            ;Utilizado
Pro04050;379382;ÁGUA, COMPOSIÇÃO:DESMINERALIZADA, CARACTERÍSTICAS ADICIONAIS:ESTÉRIL, APIROGÊNICA;NÃO;FRASCO 5,00 L      ;Utilizado
Pro04051;382452;BOLSA COLETORA, COMPONENTES:EM POLIETILENO, OUTROS COMPONENTES:COM VÁLVULA INTEGRADA, CAPACIDADE:2000 ML, APLICAÇÃO:SISTEMA F;NÃO;UNIDADE            ;Utilizado
Pro04052;385777;COMPADRE (URINOL), MATERIAL:AÇO INOXIDÁVEL, CAPACIDADE:1000 ML;NÃO;UNIDADE            ;Utilizado
Pro04053;386550;EQUIPO BOMBA INFUSORA, TIPO:PARENTERAL, MATERIAL:ISENTO DE PVC, TIPO CÂMARA:CÂMARA FLEXÍVEL C/FILTRO AR, TIPO GOTEJADOR:GOTA;NÃO;UNIDADE            ;Utilizado
Pro04054;386837;LÂMINA, MATERIAL:AÇO INOXIDÁVEL, FORMATO:GIRATÓRIA, APLICAÇÃO:P/ TRICOTOMIZADOR CIRÚRGICO, CARACTERÍSTICAS ADICIONAIS:COMPATÍ;NÃO;UNIDADE            ;Utilizado
Pro04055;388413;LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:8, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:SEM PÓ, PUNHO LONGO COM B;NÃO;PAR                ;Utilizado
Pro04056;390207;"AGULHA ANESTÉSICA, APLICAÇÃO:P/ BLOQUEIO DE PLEXO, MATERIAL:AÇO INOXIDÁVEL, DIMENSÃO:18 G X 1 1/2"", TIPO PONTA:TUOHY, BISEL C";NÃO;UNIDADE            ;Utilizado
Pro04057;390223;"AGULHA ANESTÉSICA, APLICAÇÃO:P/ BLOQUEIO DE PLEXO, MATERIAL:AÇO INOXIDÁVEL, CENTIMETRADA, DIMENSÃO:20 G X 6"", TIPO PONTA:BISE";NÃO;UNIDADE            ;Utilizado
Pro04058;394263;HIDROXIZINA CLORIDRATO, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL;SIM;FRASCO 120,00 ML   ;Utilizado
Pro04059;400802;CADEIRA DE RODAS, TIPO FUNCIONAMENTO:MANUAL, TIPO CONSTRUTIVO:FIXA, MATERIAL ESTRUTURA:AÇO INOXIDÁVEL, ACABAMENTO ESTRUTURA:P;NÃO;UNIDADE            ;Utilizado
Pro04060;404403;DELAPRIL CLORIDRATO, COMPOSIÇÃO:ASSOCIADO COM MANIDIPINO DICLORIDRATO, CONCENTRAÇÃO:30 MG + 10 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro04061;405267;CONJUNTO OXIGÊNIO MEDICINAL, TIPO ACONDICIONAMENTO:CILINDRO PORTÁTIL EM ALUMÍNIO, APLICAÇÃO:UMIDIFICADOR C/EXTENSOR, MÁSCARAS;NÃO;UNIDADE            ;Utilizado
Pro04062;407728;"SUPORTE PARA SORO, MATERIAL:AÇO INOXIDÁVEL, ACABAMENTO DA ESTRUTURA:ESMALTADO, RODÍZIOS:COM RODÍZIOS DE 2"", PÉS:COM 3 PÉS EM";NÃO;UNIDADE            ;Utilizado
Pro04063;407750;MANTA TÉRMICA, MATERIAL:POLIETILENO, TIPO:ELÉTRICA, DIMENSÕES:CERCA DE 2,10 CM DE COMPRIMENTO POR 1,40 CM, APLICAÇÃO:CORPO IN;NÃO;UNIDADE            ;Utilizado
Pro04064;408191;ESTANTE PARA MICROTUBOS, MATERIAL:POLIPROPILENO, CAPACIDADE:80 TUBOS, TAMANHO:PARA TUBOS 1 ML A 2 ML, COMPONENTES:COM TAMPA,;NÃO;UNIDADE            ;Utilizado
Pro04065;408193;ESTANTE PARA MICROTUBOS, MATERIAL:POLIPROPILENO, CAPACIDADE:100 TUBOS, TAMANHO:PARA TUBOS 1 ML A 2 ML, COMPONENTES:COM TAMPA,;NÃO;UNIDADE            ;Utilizado
Pro04066;408198;ESTANTE PARA MICROTUBOS, MATERIAL:POLIPROPILENO, CAPACIDADE:80 TUBOS, TAMANHO:PARA TUBOS 1 ML A 2 ML, ADICIONAL:IDENTIFICAÇÃO;NÃO;UNIDADE            ;Utilizado
Pro04067;410760;CARRO DE EMERGÊNCIA HOSPITALAR, ESTRUTURA:CHAPAS DE AÇO INOXIDÁVEL, GAVETAS:04 GAVETAS, SENDO A 1ª COM DIVISÃO, SUPORTE:SUPOR;NÃO;UNIDADE            ;Utilizado
Pro04068;410837;CARRO - USO HOSPITALAR, ESTRUTURA:CHAPAS DE AÇO INOXIDÁVEL, PRATELEIRAS:2 PRATELEIRAS, RODÍZIOS:COM RODÍZIOS GIRATÓRIOS, APLI;NÃO;UNIDADE            ;Utilizado
Pro04069;411867;MACA DE RESGATE, MATERIAL:POLIETILENO, TIPO:PRANCHA, TAMANHO:ADULTO, LARGURA:CERCA DE 0,40 M, CAPACIDADE DE CARGA:ATÉ 250 KG,;NÃO;UNIDADE            ;Utilizado
Pro04070;412031;DASATINIBE, CONCENTRAÇÃO:100 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro04071;413337;CONJUNTO OXIGÊNIO MEDICINAL, TIPO ACONDICIONAMENTO:CILINDRO PORTÁTIL EM ALUMÍNIO, APLICAÇÃO:UMIDIFICADOR C/EXTENSOR, MÁSCARAS;NÃO;UNIDADE            ;Utilizado
Pro04072;418804;CADEIRA DE RODAS, TIPO FUNCIONAMENTO:MANUAL, TIPO CONSTRUTIVO:DOBRÁVEL, MATERIAL ESTRUTURA:AÇO CARBONO, ACABAMENTO ESTRUTURA:;NÃO;UNIDADE            ;Utilizado
Pro04073;419107;ESTANTE PARA MICROTUBOS, MATERIAL:POLIPROPILENO, CAPACIDADE:50 TUBOS, TAMANHO:PARA TUBOS 1 ML A 2 ML, COMPONENTES:COM TAMPA;NÃO;UNIDADE            ;Utilizado
Pro04074;421908;TUBO ENDOTRAQUEAL , MATERIAL :SILICONE, MODELO:OROTRAQUEAL/NASOTRAQUEAL, TAMANHO :6,0 MM, CONECTOR:CONECTOR PADRÃO, GRADUAÇÃO;NÃO;UNIDADE            ;Utilizado
Pro04075;425765;EQUIPO BOMBA INFUSORA, TIPO:P/ INFUSÃO, MATERIAL:PVC CRISTAL, COMPRIMENTO:CERCA DE 200 CM, TIPO CÂMARA:CÂMARA FLEXÍVEL C/FILT;NÃO;UNIDADE            ;Utilizado
Pro04076;428835;EQUIPO BOMBA INFUSORA, TIPO:P/ INFUSÃO, MATERIAL:PVC REVESTIDO EM POLIETILENO, TIPO CÂMARA:PONTA PERFURANTE C/ CÂMARA FLEXÍVE;NÃO;UNIDADE            ;Utilizado
Pro04077;431126;INCUBADORA LABORATÓRIO, AJUSTE:AJUSTE DIGITAL, C/ PAINEL DE CONTROLE, TIPO :PARA INDICADOR BIOLÓGICO, TEMPERATURA:CONTROLE TE;NÃO;UNIDADE            ;Utilizado
Pro04078;432132;TESOURA, MATERIAL:AÇO INOXIDÁVEL, COMPRIMENTO:12 CM, TIPO PONTA:PONTA RETA, TIPO:SPENCER;NÃO;UNIDADE            ;Utilizado
Pro04079;435416;MATERIAL GASOTERAPIA, MODELO:MICRONEBULIZADOR, SAÍDA:P/ AR COMPRIMIDO, TIPO MÁSCARA:MÁSCARA EM PLÁSTICO, TAMANHO:ADULTO, TIPO;NÃO;UNIDADE            ;Utilizado
Pro04080;435417;MATERIAL GASOTERAPIA, MODELO:MICRONEBULIZADOR, SAÍDA:P/ AR COMPRIMIDO, TIPO MÁSCARA:MÁSCARA EM PLÁSTICO, TAMANHO:INFANTIL, TI;NÃO;UNIDADE            ;Utilizado
Pro04081;435419;MATERIAL GASOTERAPIA, MODELO:MICRONEBULIZADOR, SAÍDA:P/ OXIGÊNIO, TIPO MÁSCARA:MÁSCARA EM PLÁSTICO, TAMANHO:INFANTIL, TIPO FR;NÃO;UNIDADE            ;Utilizado
Pro04082;435845;SUPORTE LABORATÓRIO, MATERIAL:METAL, TIPO:TIPO IGLU, APLICAÇÃO:COLETOR DE PERFUROCORTANTE, ADICIONAL:DEPOSITOR COLETOR DE 7 L;NÃO;UNIDADE            ;Utilizado
Pro04083;436005;SONDA TRATO URINÁRIO, MODELO:FOLEY, MATERIAL:BORRACHA, CALIBRE:8 FRENCH, VIAS:2 VIAS, CONECTOR:CONECTORES PADRÃO, VOLUME:C/ B;NÃO;UNIDADE            ;Utilizado
Pro04084;436006;SONDA TRATO URINÁRIO, MODELO:FOLEY, MATERIAL:BORRACHA, CALIBRE:24 FRENCH, VIAS:2 VIAS, CONECTOR:CONECTORES PADRÃO, VOLUME:C/;NÃO;UNIDADE            ;Utilizado
Pro04085;437217;SONDA TRATO DIGESTIVO, APLICAÇÃO:ORO OU NASOGÁSTRICA, MODELO:LEVINE, MATERIAL:PVC, CALIBRE:Nº 8, TAMANHO:LONGA, COMPRIMENTO:C;NÃO;UNIDADE            ;Utilizado
Pro04086;437286;CATETER CENTRAL, APLICAÇÃO:VENOSO, MATÉRIA PRIMA:POLIURETANO RADIOPACO, VIAS:MONO LÚMEN, LÚMEN:18 GAU, COMPRIMENTO:CERCA 20 C;NÃO;UNIDADE            ;Utilizado
Pro04087;437288;CATETER CENTRAL, APLICAÇÃO:VENOSO, MATÉRIA PRIMA:POLIURETANO RADIOPACO, VIAS:MONO LÚMEN, LÚMEN:16 GAU, COMPRIMENTO:CERCA 20 C;NÃO;UNIDADE            ;Utilizado
Pro04088;437289;CATETER CENTRAL, APLICAÇÃO:VENOSO, MATÉRIA PRIMA:POLIURETANO RADIOPACO, VIAS:MONO LÚMEN, LÚMEN:20 GAU, COMPRIMENTO:CERCA 20 C;NÃO;UNIDADE            ;Utilizado
Pro04089;437291;CATETER CENTRAL, APLICAÇÃO:VENOSO, MATÉRIA PRIMA:POLIURETANO RADIOPACO, VIAS:MONO LÚMEN, LÚMEN:24 GAU, COMPRIMENTO:CERCA 15 C;NÃO;UNIDADE            ;Utilizado
Pro04090;437862;FITA HOSPITALAR, TIPO:ESPARADRAPO, IMPERMEÁVEL, MATERIAL:DORSO EM ALGODÃO, COMPONENTES:ADESIVO À BASE DE ZINCO, DIMENSÕES:CER;NÃO;ROLO 4,50 M        ;Utilizado
Pro04091;438113;SERINGA , MATERIAL:POLIPROPILENO TRANSPARENTE, CAPACIDADE:3 ML, CARACTERÍSTICAS ADICIONAIS:COM SISTEMA SEGURANÇA SEGUNDO NR/3;NÃO;UNIDADE            ;Utilizado
Pro04092;438951;SONDA TRATO DIGESTIVO, APLICAÇÃO:ORO OU NASOGÁSTRICA, MODELO:LEVINE, MATERIAL:SILICONE, CALIBRE:Nº 20, TAMANHO:CURTA, COMPRIM;NÃO;UNIDADE            ;Utilizado
Pro04093;439214;CUBA USO HOSPITALAR, MATERIAL:AÇO INOX, FORMATO:TIPO RIM, CAPACIDADE:CERCA DE 700 ML;NÃO;UNIDADE            ;Utilizado
Pro04094;439686;SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:5 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA,;NÃO;UNIDADE            ;Utilizado
Pro04095;440143;BANDEJA, MATERIAL:AÇO INOXIDÁVEL, TIPO:LISA, DIMENSÕES:CERCA DE 40 X 30 X 4 CM, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE            ;Utilizado
Pro04096;441796;MATERIAL LABORATÓRIO, TIPO:CONJUNTO COMPLETO, APLICAÇÃO:P/ LIMPEZA DE MICROSCÓPIO ÓPTICO, COMPONENTES:C/ FLUIDO DE LIMPEZA, T;NÃO;UNIDADE            ;Utilizado
Pro04097;442387;EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL:PAPEL GRAU CIRÚRGICO, COMPOSIÇÃO:C/ FILME POLÍMERO MULTILAMINADO, GRAMATURA / ESPESSURA:;NÃO;ROLO 100,00 M      ;Utilizado
Pro04098;442484;EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL:PAPEL GRAU CIRÚRGICO, COMPOSIÇÃO:C/ FILME POLÍMERO MULTILAMINADO, APLICAÇÃO 1:P/ ESTERIL;NÃO;ROLO 100,00 M      ;Utilizado
Pro04099;442493;DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO :TIPO BALANÇA, MODELO:MECÂNICA, MATERIAL :AÇO C/ PINTURA ELETROSTÁTICA, COMPONEN;NÃO;UNIDADE            ;Utilizado
Pro04100;442509;DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO :TIPO BALANÇA PEDIÁTRICA, MODELO:ELÉTRICA, MATERIAL :GABINETE PLÁSTICO, COMPONEN;NÃO;UNIDADE            ;Utilizado
Pro04101;442739;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:UROANÁLISE, CARACTERÍSTICAS ADICIONAIS:CALIBRADOR, APRESENTAÇÃO:TIRA;NÃO;UNIDADE            ;Utilizado
Pro04102;442827;IMOBILIZADOR, MATERIAL:FIBRA DE CARBONO, APLICAÇÃO:POSICIONADOR DE PACIENTES, CARACTERÍSTICAS ADICIONAIS:PLACA BASE P/ MESA D;NÃO;UNIDADE            ;Utilizado
Pro04103;442829;IMOBILIZADOR, MATERIAL:POLIURETANO, APLICAÇÃO:POSICIONADOR DE PACIENTES, MODELO:SUPORTE CABEÇA E PESCOÇO, COMPONENTES ADICION;NÃO;UNIDADE            ;Utilizado
Pro04104;443179;BERÇO HOSPITALAR, TIPO:AQUECIDO, MATERIAL DA ESTRUTURA:AÇO CARBONO, PINTURA ELETROSTÁTICA, COMPONENTES:SISTEMA CALOR IRRADIAN;NÃO;UNIDADE            ;Utilizado
Pro04105;444190;CAMPO CIRÚRGICO, TIPO:FENESTRADO, MATERIAL :100% ALGODÃO, DIMENSÃO:CERCA DE 75 X 75 CM;NÃO;UNIDADE            ;Utilizado
Pro04106;445573;GARROTE, MATERIAL :BORRACHA NATURAL, LÁTEX, TAMANHO:TAMANHO ÚNICO, TIPO USO:REUTILIZÁVEL;NÃO;UNIDADE            ;Utilizado
Pro04107;446196;ARTIGO PARA HIGIENE NO LEITO, TIPO:TOALHA E ESPONJAS, MATERIAL:VISCOSE + POLIÉSTER, FIBRA, COMPONENTES:ESPONJA IMPREGNADA C/;NÃO;UNIDADE            ;Utilizado
Pro04108;446197;IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:200 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;NÃO;FRASCO 10,00 ML    ;Utilizado
Pro04109;446197;IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:200 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro04110;447075;MULETA, MODELO:CANADENSE, TIPO:C/ BRAÇADEIRA FIXA, APOIO MÃO:APOIO DE MÃO, MATERIA PRIMA:EM POLÍMERO, HASTE:HASTE REGULÁVEL N;NÃO;UNIDADE            ;Utilizado
Pro04111;447082;MULETA, MODELO:AXILAR, TIPO:APOIO DE BRAÇO C/ ESPUMA E COURVIN, APOIO MÃO:APOIO DE MÃO, HASTE:HASTE REGULÁVEL NA ALTURA, MATE;NÃO;PAR                ;Utilizado
Pro04112;448247;ALGODÃO, TIPO:ORTOPÉDICO, APRESENTAÇÃO:EM MANTAS, MATERIAL:EM FIBRA DE ALGODÃO CRÚ, TAMANHO:12 CM, CARACTERÍSTICAS ADICIONAIS;NÃO;ROLO 1,80 M        ;Utilizado
Pro04113;448746;MULTIVITAMINAS, COMPOSIÇÃO DE VITAMINAS:VITS: A, B1, B2, B3, B5, B6, B12, C, D, E, H, COMPOSIÇÃO DE SAIS MINERAIS:MINERAIS: C;NÃO;COMPRIMIDO         ;Utilizado
Pro04114;449606;SONDA TRATO DIGESTIVO, APLICAÇÃO:ORO OU NASOGÁSTRICA, MODELO:LEVINE, MATERIAL:PVC, CALIBRE:Nº 22 FRENCH, TAMANHO:CURTA, COMPR;NÃO;UNIDADE            ;Utilizado
Pro04115;452195;IMOBILIZADOR (ÓRTESE), TIPO:P/ MEMBRO SUPERIOR, MATERIAL:PAPELÃO, ADICIONAIS:C/ MARCAÇÕES PARA DOBRAS, TAMANHO:TAMANHO INFANT;NÃO;UNIDADE            ;Utilizado
Pro04116;452196;IMOBILIZADOR (ÓRTESE), TIPO:P/ MEMBRO INFERIOR, MATERIAL:PAPELÃO, ADICIONAIS:C/ MARCAÇÕES PARA DOBRAS, TAMANHO:TAMANHO INFANT;NÃO;UNIDADE            ;Utilizado
Pro04117;452220;IMOBILIZADOR (TALA), MATERIAL:ALUMÍNIO REVESTIDO C/ ESPUMA, TAMANHO:CERCA DE 20 X 2 CM;NÃO;UNIDADE            ;Utilizado
Pro04118;453079;VACINA, COMPOSIÇÃO:PNEUMOCÓCICA 13-VALENTE, TIPO:CONJUGADA, FORMA FARMACEUTICA:SUSPENSÃO INJETÁVEL;NÃO;DOSE               ;Utilizado
Pro04119;453158;SONDA TRATO DIGESTIVO, APLICAÇÃO:ORO OU NASOGÁSTRICA, MODELO:LEVINE, MATERIAL:PVC, CALIBRE:Nº 24 FRENCH, TAMANHO:CURTA, COMPR;NÃO;UNIDADE            ;Utilizado
Pro04120;453357;SABONETE, ASPECTO FÍSICO :LÍQUIDO, COMPOSIÇÃO:ALGAS MARINHAS E ALOE VERA;NÃO;FRASCO 500,00 ML   ;Utilizado
Pro04121;453932;CAIXA LABORATÓRIO, MATERIAL:POLICARBONATO, CAPACIDADE:20 MICROTUBOS, ACESSÓRIOS:TAMPA DESTACÁVEL, ADICIONAL:C/ ALÇA, CARACTER;NÃO;UNIDADE            ;Utilizado
Pro04122;454404;SISTEMA FECHADO ASPIRAÇÃO TRAQUEAL, APLICAÇÃO:P/ TRAQUEOSTOMIA, TAMANHO:10 FR, TIPO SONDA:SONDA GRADUADA E PROTEGIDA, CONECTO;NÃO;UNIDADE            ;Utilizado
Pro04123;454405;SISTEMA FECHADO ASPIRAÇÃO TRAQUEAL, APLICAÇÃO:P/ TRAQUEOSTOMIA, TAMANHO:12 FR, TIPO SONDA:SONDA GRADUADA E PROTEGIDA, CONECTO;NÃO;UNIDADE            ;Utilizado
Pro04124;454793;"CINTO, MATERIAL:POLIAMIDA, TIPO:TIPO ""ARANHA"", APLICAÇÃO:PARA PRANCHA DE RESGATE, TIPO FECHO:AJUSTÁVEL EM VELCRO";NÃO;UNIDADE            ;Utilizado
Pro04125;455907;ÓRTESE PARA COLUNA VERTEBRAL, MODELO:COLAR CERVICAL RESGATE PRÉ-HOSPITALAR, MATERIAL:POLIETILENO DE ALTA DENSIDADE, REVESTIME;NÃO;UNIDADE            ;Utilizado
Pro04126;456128;FIO DE SUTURA, MATERIAL:NYLON MONOFILAMENTO, TIPO FIO:3-0, COR:PRETA, COMPRIMENTO:CERCA DE 45 CM, CARACTERÍSTICAS ADICIONAIS:;NÃO;UNIDADE            ;Utilizado
Pro04127;457593;BANDEJA, MATERIAL:AÇO INOXIDÁVEL, TIPO:LISA, DIMENSÕES:CERCA DE 20 X 10 X 3 CM, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE            ;Utilizado
Pro04128;458441;MATERIAL GASOTERAPIA, SAÍDA:P/ OXIGÊNIO, TIPO EXTENSÃO:EXTENSOR EM PVC C/ CONECTORES, COMPRIMENTO EXTENSÃO:CERCA DE 1,5 M, ES;NÃO;UNIDADE            ;Utilizado
Pro04129;458500;ALECTINIBE, CONCENTRAÇÃO:150 MG;NÃO;CÁPSULA            ;Utilizado
Pro04130;459790;BENRALIZUMABE, CONCENTRAÇÃO:30 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, ADICIONAL:SERINGA PREENCHIDA;NÃO;SERINGA 1,00 ML    ;Utilizado
Pro04131;460334;EXCIPIENTE FARMACÊUTICO, COMPOSIÇÃO 1:À BASE DE CARBÔMERO, ASPECTO FÍSICO 1:GEL;NÃO;QUILOGRAMA         ;Utilizado
Pro04132;467754;PINÇA CIRÚRGICA, MODELO 1:ALLIS, FORMATO PONTA:PONTA RETA, TIPO PONTA:5 X 6 DENTES, COMPRIMENTO TOTAL:CERCA DE 24 CM, COMPONE;NÃO;UNIDADE            ;Utilizado
Pro04133;467801;PINÇA CIRÚRGICA, MODELO 1:KOCHER / ROCHESTER OCHSNER, FORMATO PONTA:PONTA RETA, TIPO PONTA:1 X 2 DENTES, COMPRIMENTO TOTAL:CE;NÃO;UNIDADE            ;Utilizado
Pro04134;467808;PINÇA CIRÚRGICA, MODELO 1:KOCHER / ROCHESTER OCHSNER, FORMATO PONTA:PONTA CURVA, TIPO PONTA:1 X 2 DENTES, COMPRIMENTO TOTAL:C;NÃO;UNIDADE            ;Utilizado
Pro04135;467853;PINÇA CIRÚRGICA, MODELO 1:HALSTEAD HARTMANN, FORMATO PONTA:PONTA CURVA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 10;NÃO;UNIDADE            ;Utilizado
Pro04136;467988;PINÇA ANATÔMICA, MODELO 1:DISSECÇÃO, FORMATO PONTA:PONTA RETA, TIPO PONTA:C/ VÍDEA, COMPRIMENTO TOTAL:CERCA DE 14 CM, COMPONE;NÃO;UNIDADE            ;Utilizado
