id_produto;codigo_br;descricao_catmat;generico;unidade_fornecimento;status_utilizacao
Pro20093;451087;"TUBO SUPRAGLÓTICO, TIPO:MÁSCARA LARÍNGEA, MATERIAL :PVC, FORMATO:EM ""L"", VIAS:VIA P/ ACESSO GÁSTRICO, TAMANHO :Nº 5, COMPONENTE 1:C/ LINHA DE REFERÊNCIA, CONECTOR:C/ CONECTOR PADRÃO, ADICIONAIS:C/ PROTEÇÃO CONTRA MORDEDURA, ESTERILIDADE :ESTÉRIL, USO ÚNICO";NÃO;UNIDADE;Utilizado
Pro20094;455918;ÓRTESE PARA COLUNA VERTEBRAL, MODELO:COLAR CERVICAL NOTURNO, MATERIAL:ESPUMA DE POLIURETANO, REVESTIMENTO:MALHA DE ALGODÃO, TIPO FECHO:TIRAS AJUSTÁVEIS EM VELCRO, TAMANHO:MÉDIO;NÃO;UNIDADE;Utilizado
Pro20095;467267;FIO RETRATOR GENGIVAL, MATERIAL:ALGODÃO TRANÇADO OU TRICOTADO, TIPO:NÃO IMPREGNADO, ESPESSURA:FINO, APRESENTAÇÃO:EMBALAGEM C/ CERCA DE 2,5 M, TIPO USO:ESTÉRIL / DESCARTÁVEL;NÃO;UNIDADE;Utilizado
Pro20096;467270;FIO RETRATOR GENGIVAL, MATERIAL:ALGODÃO TRANÇADO OU TRICOTADO, TIPO:NÃO IMPREGNADO, ESPESSURA:EXTRA FINO, APRESENTAÇÃO:EMBALAGEM C/ CERCA DE 2,5 M, TIPO USO:ESTÉRIL / DESCARTÁVEL;NÃO;UNIDADE;Utilizado
Pro20097;467271;FIO RETRATOR GENGIVAL, MATERIAL:ALGODÃO TRANÇADO OU TRICOTADO, TIPO:NÃO IMPREGNADO, ESPESSURA:ULTRA EXTRA FINO, APRESENTAÇÃO:EMBALAGEM C/ CERCA DE 2,5 M, TIPO USO:ESTÉRIL / DESCARTÁVEL;NÃO;UNIDADE;Utilizado
Pro20098;474765;ÓRTESE PARA COLUNA VERTEBRAL, MODELO:COLAR CERVICAL NOTURNO, MATERIAL:ESPUMA DE POLIURETANO, REVESTIMENTO:MALHA DE ALGODÃO, TIPO FECHO:TIRAS AJUSTÁVEIS EM VELCRO, TAMANHO:INFANTIL;NÃO;UNIDADE;Utilizado
Pro20099;487560;FIO DE SUTURA AGULHADO, MATERIAL FIO:SEDA PRETO, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:3-0, COMPRIMENTO FIO:CERCA DE 45 CM, TIPO AGULHA:AGULHA 3/8 CÍRCULO, MODELO AGULHA:CORTANTE REVERSA / INVERTIDA, COMPRIMENTO AGULHA:CERCA DE 20 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL;NÃO;UNIDADE;Utilizado
Pro20100;600178;KIT FIOS DE SUTURA, APLICAÇÃO:P/ GINECOLOGIA / OBSTETRÍCIA, MODELO:C/ 6 FIOS AGULHADOS, COMPONENTE 1:3 X CATGUT SIMPLES 2-0, COMPONENTE 2:2 X CATGUT CROMADO 0 / 1-0, COMPONENTE 3:1 X NYLON / POLIAMIDA 4-0, ESTERILIDADE:ESTÉRIL, APRESENTAÇÃO:CONJUNTO COMPLETO;NÃO;UNIDADE;Utilizado
Pro20101;601829;FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:GRANDE, PESO USUÁRIO:ACIMA DE 90 KG, CARACTERÍSTICAS ADICIONAIS:BARREIRA ANTIVAZAMENTO/FITAS COM VELCRO/, TIPO ADESIVO FIXAÇÃO:DUPLO ADESIVO DE FIXAÇÃO;NÃO;UNIDADE;Utilizado
Pro20102;609458;"<LABEL>EQUIPO DE INFUS&#195;O VENOSA GRAVITACIONAL</LABEL><SPAN CLASS=""NG-STAR-INSERTED"">MATERIAL: PVC TRANSPARENTE<P CLASS=""PB-0 MB-0"">C&#194;MARA GOTEJAMENTO: MACROGOTAS, FLEX&#205;VEL, C/ RESPIRO E FILTRO</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">REGULADOR DE FLUXO MANUAL: PIN&#199;A ROLETE</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">COMPRIMENTO TUBO: AT&#201; 180 CM</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">TIPO INJETOR LATERAL: S/ INJETOR</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">CONECTOR PACIENTE: LUER</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">ESTERILIDADE: EST&#201;RIL, USO &#218;NICO</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">TIPO EMBALAGEM: INDIVIDUAL</P>";NÃO;UNIDADE;Utilizado
Pro20103;609459;"<LABEL>EQUIPO DE INFUS&#195;O VENOSA GRAVITACIONAL</LABEL><SPAN CLASS=""NG-STAR-INSERTED"">MATERIAL: PVC TRANSPARENTE<P CLASS=""PB-0 MB-0"">C&#194;MARA GOTEJAMENTO: MACROGOTAS, FLEX&#205;VEL, C/ RESPIRO E FILTRO</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">REGULADOR DE FLUXO MANUAL: PIN&#199;A ROLETE</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">COMPRIMENTO TUBO: AT&#201; 180 CM</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">TIPO INJETOR LATERAL: C/ 1 INJETOR, AUTOCICATRIZANTE</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">CONECTOR PACIENTE: LUER</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">ESTERILIDADE: EST&#201;RIL, USO &#218;NICO</P><SPAN CLASS=""NG-STAR-INSERTED""><P CLASS=""PB-0 MB-0"">TIPO EMBALAGEM: INDIVIDUAL</P>";NÃO;UNIDADE;Utilizado
Pro20104;616001;"FRALDA DESCART&#193;VEL, TIRAS AJUST&#193;VEIS E REPOSICION&#193;VEIS, TELA POL&#205;MERICA E N&#218;CLEO ABSORVENTE, IMPERME&#193;VEL, INFANTIL PEQUENO, BARREIRA ANTIVAZAMENTO";NÃO;UNIDADE;Utilizado
Pro20105;620811;"EQUIPO DE NUTRI&#199;&#195;O ENTERAL CARACTER&#205;STICAS MATERIAL: PVC SEM DEHP, C/ COR TIPO: P/ BOMBA INFUS&#195;O, SEM SEGMENTO DE SILICONE, 2 VIAS C&#194;MARA GOTEJAMENTO: MACROGOTAS, FLEX&#205;VEL REGULADOR DE FLUXO MANUAL: PIN&#199;A ROLETE CONECTOR DIETA: PONTA EM CRUZ CONECTOR VIA";NÃO;UNIDADE;Utilizado
Pro20106;271848;BIMATOPROSTA, DOSAGEM:0,3 MG/ML, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA;NÃO;FRASCO;Utilizado
Pro20107;280116;BOSENTANA, DOSAGEM:62,5 MG;NÃO;COMPRIMIDO;Utilizado
Pro20108;284102;CIPROFLOXACINO CLORIDRATO, PRINCÍPIO ATIVO:ASSOCIADA COM DEXAMETASONA, DOSAGEM:3,5 MG + 1 MG/ML, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA;NÃO;FRASCO;Utilizado
Pro20109;432635;CARBOXIMALTOSE FÉRRICA, CONCENTRAÇÃO:50 MG/ML DE FERRO III, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA;Utilizado
Pro20110;471040;BRIGATINIBE, CONCENTRAÇÃO:90 MG;NÃO;COMPRIMIDO;Utilizado
Pro20111;268252;DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;SIM;AMPOLA;Utilizado
Pro20112;276451;COLCHÃO - USO HOSPITALAR, MATERIAL:ESPUMA, COMPRIMENTO:1,88 M, ALTURA BASE:10 CM, LARGURA:88 CM, CARACTERÍSTICAS ADICIONAIS:FORRO IMPERMEÁVEL E ANTIALÉRGICO;NÃO;UNIDADE;Utilizado
Pro20113;404821;DIETA ENTERAL, ASPECTO FÍSICO:LÍQUIDO, CARACTERÍSTICAS:HIPERCALÓRICA,NORMOPROTEICA, FONTE DE PROTEÍNA:CASEINATO E/OU PTN ISOLADA SOJA, FONTE DE CARBOIDRATO:MALTODEXTRINA, FONTE DE LIPÍDIOS:ÓLEOS VEGETAIS E/OU PEIXE, COMPONENTES ADICIONAIS:AA'S,VIT.,MINERAIS,FIBRAS, CARACTERÍSTICAS ADICIONAIS:ISENTA SACAROSE,LACTOSE,GLÚTEN E/OU COLESTEROL, SABOR:S/ SABOR, APLICAÇÃO:SISTEMA FECHADO;NÃO;LITRO;Utilizado
Pro20114;464785;SAPATILHA HOSPITALAR, MATERIAL :NÃO TECIDO 100% POLIPROPILENO, MODELO:TIPO BOTA, CANO LONGO, C/ ELÁSTICO, COR :C/ COR, GRAMATURA :CERCA DE 30 G/M2, TAMANHO :ÚNICO, TIPO USO :DESCARTÁVEL;NÃO;UNIDADE;Utilizado
Pro20115;469233;DIETA ENTERAL, INDICAÇÃO:ESPESSANTE, ASPECTO FÍSICO:PÓ, USO:ORAL, FONTE DE CARBOIDRATO:MALTODEXTRINA E ESPESSANTES, CARACTERÍSTICAS ADICIONAIS:ISENTO DE GLÚTEN, SABOR:C/ OU S/ SABOR;NÃO;GRAMA;Utilizado
Pro20116;267711;OMEPRAZOL, CONCENTRAÇÃO:10 MG;NÃO;COMPRIMIDO;Utilizado
Pro20117;273941;PAROXETINA CLORIDRATO, DOSAGEM:30 MG;NÃO;COMPRIMIDO;Utilizado
Pro20118;360824;PALIPERIDONA, CONCENTRAÇÃO:3 MG, FORMA FARMACÊUTICA:LIBERAÇÃO PROLONGADA;NÃO;COMPRIMIDO;Utilizado
Pro20119;360826;PALIPERIDONA, CONCENTRAÇÃO:9 MG, FORMA FARMACÊUTICA:LIBERAÇÃO PROLONGADA;NÃO;COMPRIMIDO;Utilizado
Pro20120;446772;PALBOCICLIBE, CONCENTRAÇÃO:125 MG;NÃO;CÁPSULA;Utilizado
Pro20121;458280;OLAPARIBE, CONCENTRAÇÃO:150 MG;NÃO;COMPRIMIDO;Utilizado
Pro20122;385898;LANCETADOR, QUANTIDADE NÍVEIS PROFUNDIDADE:SELEÇÃO DE ATÉ 5 NÍVEIS DE PROFUNDIDADE DE PUNÇÃO, TIPO:TIPO CANETA, LANCETA:LANCETA TRIFACETADA SILICONIZADA;NÃO;UNIDADE;Utilizado
Pro20123;273119;GLIMEPIRIDA, DOSAGEM:2 MG;NÃO;COMPRIMIDO;Utilizado
Pro20124;393262;"AGULHA ANESTÉSICA, APLICAÇÃO:P/ RAQUIDIANA, MATERIAL:AÇO INOXIDÁVEL, DIMENSÃO:26 G X 3 1/2"", TIPO PONTA:PONTA HUBER ATRAUMÁTICA, COMPONENTE:C/ MANDRIL, COMPONENTE I:EMPUNHADURA ANATÔMICA C/DEPRESSÕES DIGITAIS, CONECTOR UNIVERSAL:CONECTOR LUER LOCK,VISOR TRANSPARENTE, TIPO USO:DESCARTÁVEL, ESTERILIDADE:ESTÉRIL";NÃO;UNIDADE;Utilizado
Pro20125;268372;ACICLOVIR, DOSAGEM:400 MG;NÃO;COMPRIMIDO;Utilizado
Pro20126;269810;AMINOFILINA, DOSAGEM:200 MG;SIM;COMPRIMIDO;Utilizado
Pro20127;273484;MOMETASONA FUROATO, CONCENTRAÇÃO:0,1%, APRESENTAÇÃO:CREME;NÃO;BISNAGA;Utilizado
Pro20128;273484;MOMETASONA FUROATO, CONCENTRAÇÃO:0,1%, APRESENTAÇÃO:CREME;SIM;BISNAGA;Utilizado
Pro20129;273598;TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:10 MG;NÃO;COMPRIMIDO;Utilizado
Pro20130;292236;MESALAZINA, CONCENTRAÇÃO:500 MG;NÃO;COMPRIMIDO;Utilizado
Pro20131;294537;MIRTAZAPINA, DOSAGEM:45 MG;SIM;COMPRIMIDO;Utilizado
Pro20132;337679;ÁCIDO ACETILSALICÍLICO, CONCENTRAÇÃO:300 MG, FORMA FARMACEUTICA:LIBERAÇÃO ENTÉRICA;NÃO;COMPRIMIDO;Utilizado
Pro20133;352414;MESALAZINA, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:USO RETAL;NÃO;SUPOSITÓRIO;Utilizado
Pro20134;397450;MODAFINILA, CONCENTRAÇÃO:100 MG;NÃO;COMPRIMIDO;Utilizado
Pro20135;397912;AGOMELATINA, CONCENTRAÇÃO:25 MG;SIM;COMPRIMIDO;Utilizado
Pro20136;417794;SERINGA LABORATÓRIO, TIPO:TIPO PONTEIRA, MATERIAL:POLIPROPILENO, CAPACIDADE:5,0 ML, GRADUAÇÃO:GRADUADA, ADICIONAL:PARA PIPETA REPETIÇÃO, ESTERILIDADE:ESTÉRIL, LIVRE DE DNASE E RNASE, TIPO USO:DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL;NÃO;UNIDADE;Utilizado
Pro20137;268277;OCITOCINA, DOSAGEM:5 UI/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL;SIM;AMPOLA;Utilizado
Pro20138;462974;ELETRODO BISTURI ELÉTRICO, APLICAÇÃO:P/ CANETA, TIPO USO:MONOPOLAR, TIPO:PONTA BOLA, MATERIAL PONTEIRA:AÇO INOXIDÁVEL, DIMENSÃO PONTA:DIÂMETRO CERCA DE 4 MM, HASTE:HASTE RETA, COMPRIMENTO HASTE:CERCA DE 7,5 CM, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20139;467746;PINÇA ANATÔMICA, MODELO 1:DISSECÇÃO, FORMATO PONTA:PONTA RETA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 16 CM, COMPONENTE:S/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20140;467834;PINÇA CIRÚRGICA, MODELO 1:KELLY, FORMATO PONTA:PONTA RETA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 16 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20141;467839;PINÇA CIRÚRGICA, MODELO 1:KELLY, FORMATO PONTA:PONTA CURVA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 16 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20142;467844;PINÇA CIRÚRGICA, MODELO 1:CRILE, FORMATO PONTA:PONTA RETA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 14 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20143;467849;PINÇA CIRÚRGICA, MODELO 1:CRILE, FORMATO PONTA:PONTA CURVA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 14 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20144;467850;PINÇA CIRÚRGICA, MODELO 1:CRILE, FORMATO PONTA:PONTA CURVA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 16 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20145;467873;PINÇA CIRÚRGICA, MODELO 1:CHERON, FORMATO PONTA:PONTA RETA, TIPO PONTA:SERRILHADA, HASTE:HASTE ANGULADA, COMPRIMENTO TOTAL:CERCA DE 24 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20146;471146;PORTA-AGULHA INSTRUMENTAL, MODELO:MAYO HEGAR, TIPO PONTA:PONTA RETA, HASTE:HASTE RETA, ADICIONAL 1:COM TRAVA, COMPRIMENTO TOTAL:CERCA DE 16 CM, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20147;471147;PORTA-AGULHA INSTRUMENTAL, MODELO:MAYO HEGAR, TIPO PONTA:PONTA RETA, HASTE:HASTE RETA, ADICIONAL 1:COM TRAVA, COMPRIMENTO TOTAL:CERCA DE 18 CM, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20148;471539;TESOURA INSTRUMENTAL, MODELO 1:METZENBAUM, TIPO PONTA:PONTA CURVA, CARACTERÍSTICA PONTA:DELICADA, HASTE:HASTE RETA, COMPRIMENTO TOTAL:CERCA DE 16 CM, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL;NÃO;UNIDADE;Utilizado
Pro20149;473335;BREXPIPRAZOL, CONCENTRAÇÃO:2 MG;NÃO;COMPRIMIDO;Utilizado
Pro20150;478661;CUBA USO HOSPITALAR, MATERIAL:AÇO INOXIDÁVEL, FORMATO:REDONDO, CAPACIDADE:CERCA DE 300 ML;NÃO;UNIDADE;Utilizado
Pro20151;273192;TEMOZOLOMIDA, CONCENTRAÇÃO:250 MG;SIM;CÁPSULA;Utilizado
Pro20152;441769;METFORMINA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA À SITAGLIPTINA, CONCENTRAÇÃO:1000 MG + 100 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA;NÃO;COMPRIMIDO;Utilizado
Pro20153;448764;SOMATROPINA, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:COM APLICADOR;NÃO;TUBETE;Utilizado
Pro20154;323731;ESCOVA DEGERMAÇÃO, APLICAÇÃO:C/ PVP-I 1%,SUPERFÍCIE LISA E TEXTURIZADA, CARACTERÍSTICAS ADICIONAIS:CERDAS EXTERNAS LONGAS,INTERNAS CURTAS/ARREDONDADA, COMPONENTES:PASSAGEM DE SABÃO ESCOVA/ESPONJA,EMBALAGEM INDIV., USO:ESTÉRIL,DESCARTÁVEL;NÃO;UNIDADE;Utilizado
Pro20155;305106;GLUCAGON, DOSAGEM:1 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/INJETÁVEL;NÃO;FRASCO-AMPOLA;Utilizado
Pro20156;305343;MUCILÓIDE HIDROFÍLICO DE PSYLLIUM, COMPOSIÇÃO:PLANTAGO OVATA, CONCENTRAÇÃO:562 MG/G, FORMA FARMACÊUTICA:PÓ P/ PREPARAÇÃO EXTEMPORÂNEA;NÃO;ENVELOPE;Utilizado
Pro20157;309530;GLICOSAMINA, CONCENTRAÇÃO:1,5 G, FORMA FARMACÊUTICA:PÓ ORAL;SIM;SACHÊ;Utilizado
Pro20158;381880;OMEPRAZOL, COMPOSIÇÃO:OMEPRAZOL MAGNÉSICO, CONCENTRAÇÃO:20,6 MG;NÃO;COMPRIMIDO;Utilizado
Pro20159;412718;ICATIBANTO ACETATO, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;SERINGA;Utilizado
Pro20160;432410;REPELENTE, PRINCÍPIO ATIVO:À BASE DE ICARIDINA, CONCENTRAÇÃO:ATÉ 25%, CARACTERÍSTICA ADICIONAL:ISENTO DE ÓLEO, FORMA FARMACÊUTICA:GEL;NÃO;FRASCO;Utilizado
Pro20161;467651;GALCANEZUMABE, CONCENTRAÇÃO:120 MG/ML, FORMA FARMACÊUTICA:INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SERINGA PREENCHIDA;NÃO;SERINGA;Utilizado
Pro20162;480012;NIRAPARIBE, CONCENTRAÇÃO:100 MG;NÃO;CÁPSULA;Utilizado
Pro20163;389802;GESTODENO, COMPOSIÇÃO:ASSOCIADO AO ETINILESTRADIOL, CONCENTRAÇÃO:0,06 MG + 0,015 MG;NÃO;COMPRIMIDO;Utilizado
Pro20164;463295;"EXTENSOR NUTRIÇÃO ENTERAL, MATERIAL:POLÍMERO, TIPO:INFUSÃO EM BÓLUS, VIAS:2 VIAS, EM ""Y"", DIMENSÕES:CERCA DE 12 FR X 30 CM, TIPO CONEXÃO:LUER SLIP / SLIP, ADICIONAL 1:C/ CLAMP, TAMPAS, ADICIONAL 2:CONECTOR ESCALONADO P/ GASTROSTOMIA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL";NÃO;UNIDADE;Utilizado
Pro20165;465682;SONDA TRATO DIGESTIVO, APLICAÇÃO:P/ GASTROSTOMIA, MODELO:NÍVEL DE PELE, MATERIAL:SILICONE, CALIBRE:20 FRENCH, COMPRIMENTO:CERCA 1 CM, CONECTOR:CONECTOR PADRÃO EM Y, CLAMP E TAMPA, COMPONENTES:SISTEMA PARA FIXAÇÃO, OUTROS COMPONENTES:DISTAL - INTRA GÁSTRICA E PERIOSTOMAL, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL;NÃO;UNIDADE;Utilizado
Pro20166;272022;TAMOXIFENO CITRATO, DOSAGEM:10 MG;SIM;COMPRIMIDO;Utilizado
Pro20167;272838;RILUZOL, DOSAGEM:50 MG;NÃO;COMPRIMIDO;Utilizado
Pro20168;278257;TINIDAZOL, DOSAGEM:500 MG;NÃO;COMPRIMIDO;Utilizado
Pro20169;295605;ALGESTONA ACETOFENIDA, PRINCÍPIO ATIVO:ASSOCIADO COM ESTRADIOL ENANTATO, DOSAGEM:150 MG + 10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;AMPOLA;Utilizado
Pro20170;382501;SULFATO DE MAGNÉSIO, ASPECTO FÍSICO:CRISTAL INCOLOR, BRILHANTE, INODORO, AMARGO, FÓRMULA QUÍMICA:MGSO4.7H2O, MASSA MOLECULAR:246,48 G/MOL, TEOR DE PUREZA:TEOR MÍNIMO DE 90%, NÚMERO DE REFERÊNCIA QUÍMICA:CAS 10034-99-8;NÃO;MILIGRAMA;Utilizado
Pro20171;449024;PROBIÓTICO, COMPOSIÇÃO:BACILLUS CEREUS, CONCENTRAÇÃO:5 MILHÕES ENDÓSPOROS/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;NÃO;FLACONETE;Utilizado
Pro20172;454151;MATERIAL P/ VNI - CPAP / BIPAP, TIPO 1:MÁSCARA FACIAL, TIPO BORDA:COXIM SILICONE INFLÁVEL, CARACTERÍSTICA ADICIONAL:FENDA EXALATÓRIA, TAMANHO :ADULTO G, TIPO CONECTOR:CONECTOR PADRÃO, TIPO FIXAÇÃO:FIXADOR AJUSTÁVEL, APRESENTAÇÃO:CONJUNTO COMPLETO;NÃO;UNIDADE;Utilizado
Pro20173;457888;RIBOCICLIBE, COMPOSIÇÃO:SUCCINATO, CONCENTRAÇÃO:200 MG;NÃO;COMPRIMIDO;Utilizado
Pro20174;473338;MEMANTINA, CONCENTRAÇÃO:10 MG, FORMA FARMACÊUTICA:ORODISPERSÍVEL;NÃO;COMPRIMIDO;Utilizado
Pro20175;268301;SECNIDAZOL, CONCENTRAÇÃO:30 MG/ML, USO:SUSPENSÃO ORAL;SIM;FRASCO;Utilizado
Pro20176;466566;PANTOPRAZOL, COMPOSIÇÃO:SÓDICO SESQUI-HIDRATADO, CONCENTRAÇÃO:20 MG, ADICIONAL:LIBERAÇÃO CONTROLADA;NÃO;COMPRIMIDO;Utilizado
Pro20177;270591;BETAMETASONA, COMPOSIÇÃO:DIPROPIONATO, APRESENTAÇÃO:ASSOCIADA COM GENTAMICINA SULFATO, DOSAGEM:0,5MG + 1MG/G, USO:CREME;SIM;BISNAGA;Utilizado
Pro20178;292343;SULFADIAZINA, PRINCÍPIO ATIVO:DE PRATA, DOSAGEM:1%, FORMA FARMACÊUTICA:CREME VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADORES;NÃO;BISNAGA;Utilizado
Pro20179;406799;SULFATO FERROSO, DOSAGEM FERRO:CERCA DE 13,5 MG/ML DE FERRO II, FORMA FARMACEUTICA:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO;Utilizado
Pro20180;464129;EDOXABANA, CONCENTRAÇÃO:30 MG;NÃO;COMPRIMIDO;Utilizado
Pro20181;604743;ZOLPIDEM, CONCENTRAÇÃO:5 MG, FORMA FARMACÊUTICA:COMPRIMIDO ORODISPERSÍVEL;NÃO;COMPRIMIDO;Utilizado
Pro20182;363775;ALAVANCA ODONTOLÓGICA, MATERIAL:AÇO INOXIDÁVEL, TIPO:HEIDBRINK, CARACTERÍSTICAS ADICIONAIS:RAÍZES, TAMANHO:Nº 2;NÃO;UNIDADE;Utilizado
Pro20183;407110;CANETA BAIXA ROTAÇÃO, TIPO:CONTRA ÂNGULO, RELAÇÃO TRANSMISSÃO:TRANSMISSÃO 1:1, TROCA DE BROCA:PRESSÃO CABEÇA (PB), REFRIGERAÇÃO:C/ REFRIGERAÇÃO EXTERNA, TIPO CABEÇA:CABEÇA PADRÃO, APLICAÇÃO:MOTOR PNEUMÁTICO;NÃO;UNIDADE;Utilizado
Pro20184;271172;ENALAPRIL MALEATO, APRESENTAÇÃO:ASSOCIADO COM HIDROCLOROTIAZIDA, CARACTERÍSTICAS ADICIONAIS:10MG + 25MG;NÃO;COMPRIMIDO;Utilizado
Pro20185;272579;DORZOLAMIDA CLORIDRATO, APRESENTAÇÃO:ASSOCIADA COM TIMOLOL, DOSAGEM:2% + 0,5%, TIPO MEDICAMENTO:SOLUçÃO OFTÁLMICA;SIM;FRASCO;Utilizado
Pro20186;300412;FILGRASTIM, CONCENTRAÇÃO:300 MCG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;SERINGA;Utilizado
Pro20187;443097;EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL:PAPEL GRAU CIRÚRGICO, GRAMATURA / ESPESSURA:CERCA DE 60 G/M2, APRESENTAÇÃO:ROLO, COMPONENTES ADICIONAIS:TERMOSSELANTE, TAMANHO:CERCA DE 40 CM, COMPONENTES:C/ INDICADOR QUÍMICO, TIPO USO:USO ÚNICO;NÃO;ROLO;Utilizado
Pro20188;459805;EDOXABANA, COMPOSIÇÃO:TOSILATO, CONCENTRAÇÃO:60 MG;NÃO;COMPRIMIDO;Utilizado
Pro20189;460948;ESOMEPRAZOL, CONCENTRAÇÃO:40 MG, CARACTERÍSTICAS ADICIONAIS:LIBERAÇÃO PROLONGADA;SIM;COMPRIMIDO;Utilizado
Pro20190;267732;VITELINATO DE PRATA, CONCENTRAÇÃO:10%, INDICAÇÃO:SOLUÇÃO OFTÁLMICA;NÃO;FRASCO;Utilizado
Pro20191;272653;ENTACAPONA, DOSAGEM:200 MG;SIM;COMPRIMIDO;Utilizado
