id_instituicao;cnpj_instituicao;nome_instituicao;municipio_instituicao;uf
Ins00949;16781346000104;MUNICIPIO DE PIUMHI;PIUMHI;MG
Ins00950;11203936000136;FUNDO MUNICIPAL DE SAUDE;CAPELA;AL
Ins00951;25053117000164;SECRETARIA DA SAUDE;PALMAS;TO
Ins00952;01592473000198;MUNICIPIO DE PIMENTEIRAS DO OESTE;PIMENTEIRAS DO OESTE;RO
Ins00953;12457150000108;FUNDO MUNICIPAL DE SAUDE DE RIO TINTO;RIO TINTO;PB
Ins00954;32370759000152;FUNDACAO MUNICIPAL DE SAUDE DE PONTA GROSSA;PONTA GROSSA;PR
Ins00955;11811613000125;FUNDO MUNICIPAL DE SAUDE;SANTA LUZIA D`OESTE;RO
Ins00956;02861127000120;MUNICIPIO DE BATALHA-SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO BASICO;BATALHA;PI
Ins00957;11186410000195;FUNDO MUNICIPAL DE SAUDE DE BELTERRA;BELTERRA;PA
Ins00958;11822995000192;FUNDO MUNICIPAL DE SAUDE DE SAPUCAIA;SAPUCAIA;PA
Ins00959;12401524000173;FUNDO MUNICIPAL DE SAUDE;CATINGUEIRA;PB
Ins00960;11402806000122;FUNDO MUNICIPAL DE SAUDE;ALTA FLORESTA D`OESTE;RO
Ins00961;09367941000132;FUNDO MUNICIPAL DE SAUDE;PLANALTINA DO PARANA;PR
Ins00962;04394805000118;MUNICIPIO DE ROLIM DE MOURA;ROLIM DE MOURA;RO
Ins00963;07598642000183;MUNICIPIO DE SENADOR SA;SENADOR SA;CE
Ins00964;11294360000160;MUNICIPIO DE AMARAJI;AMARAJI;PE
Ins00965;08944084000123;MUNICIPIO DE EMAS;EMAS;PB
Ins00966;87568911000106;MUNICIPIO DE CANDELARIA;CANDELARIA;RS
Ins00967;12011652000100;SSFUNDO MUNICIPAL DE SAUDE DE SERRARIA - PB;SERRARIA;PB
Ins00968;08790172000118;MUNICIPIO DE SERRARIA;SERRARIA;PB
Ins00969;07926117000140;CONSORCIO INTERMUNICIPAL - CI - CENTRO SUL;CAMAQUA;RS
Ins00970;88566872000162;MUNICIPIO DO RIO GRANDE;RIO GRANDE;RS
Ins00971;11289929000107;FUNDO MUNICIPAL DE SAUDE;XEXEU;PE
Ins00972;10460927000168;FUNDO MUNICIPAL DE SAUDE DE CACIMBA DE AREIA;CACIMBA DE AREIA;PB
Ins00973;11292555000170;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MESSIAS;MESSIAS;AL
Ins00974;87890992000158;MUNICIPIO DE GRAVATAI;GRAVATAI;RS
Ins00975;15246041000130;FUNDO MUNICIPAL DE SAUDE;CORUMBIARA;RO
Ins00976;46374500003533;SECRETARIA DE ESTADO DA SAUDE;RIBEIRAO PRETO;SP
Ins00977;11418606000168;FUNDO MUNICIPAL DE SAUDE;SAO JOSE DE ESPINHARAS;PB
Ins00978;11408007000163;FUNDO MUNICIPAL DE SAUDE DE GROAIRAS;GROAIRAS;CE
Ins00979;11408429000139;FUNDO MUNICIPAL DE SAUDE DE PASSO DE CAMARAGIBE;PASSO DE CAMARAGIBE;AL
Ins00980;46227849000101;MUNICIPIO DE PONGAI;PONGAI;SP
Ins00981;44518371000135;MUNICIPIO DE GARCA;GARCA;SP
Ins00982;12625868000166;FUNDO MUNICIPAL DE SAUDE;SAO LEOPOLDO;RS
Ins00983;75368928000122;MUNICIPIO DE MAMBORE;MAMBORE;PR
Ins00984;88830609000139;MUNICIPIO DE CAXIAS DO SUL;CAXIAS DO SUL;RS
Ins00985;04380507000179;MUNICIPIO DE OURO PRETO DO OESTE;OURO PRETO DO OESTE;RO
Ins00986;11073548000188;TORITAMA FUNDO MUNICIPAL DE SAUDE;TORITAMA;PE
Ins00987;12375571000190;LAGOA DE DENTRO - FUNDO MUNICIPAL DE SAUDE;LAGOA DE DENTRO;PB
Ins00988;01613167000190;MUNICIPIO DE TAMARANA;TAMARANA;PR
Ins00989;05131180000164;MUNICIPIO DE OBIDOS;OBIDOS;PA
Ins00990;88661400000199;MUNICIPIO DE TEUTONIA;TEUTONIA;RS
Ins00991;11422073000198;FUNDO MUNICIPAL DE SAUDE DE JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;CE
Ins00992;09647690000140;FUNDO MUNICIPAL DE SAUDE;PAU D`ARCO;PA
Ins00993;11227813000135;FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DOS RAMOS;SAO JOSE DOS RAMOS;PB
Ins00994;06553887000555;MUNICIPIO DE PIRACURUCA;PIRACURUCA;PI
Ins00995;23109604000176;FUNDO MUNICIPAL DE SAUDE DE ESPIGAO DO OESTE (FMS);ESPIGAO D`OESTE;RO
Ins00996;07146301000177;MUNICIPIO DE CHAVAL;CHAVAL;CE
Ins00997;09520756000136;FUNDO MUNICIPAL DE SAUDE;BANDEIRANTES;PR
Ins00998;11265919000123;FUNDO MUNICIPAL SAUDE;DIONISIO CERQUEIRA;SC
Ins00999;11429173000146;FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL;RIO BANANAL;ES
Ins01000;12051399000119;FUNDO MUNICIPAL DE SAUDE DE PEDRA BRANCA;PEDRA BRANCA;PB
Ins01001;11975218000188;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE RIACHAO DO POCO;RIACHAO DO POCO;PB
Ins01002;88000914000101;MUNICIPIO DE VIAMAO;VIAMAO;RS
Ins01003;13661399000101;FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DA COROA GRANDE;SAO JOSE DA COROA GRANDE;PE
Ins01004;41522327000100;MUNICIPIO DE LAGOA ALEGRE;LAGOA ALEGRE;PI
Ins01005;08881666000108;MUNICIPIO DE SALGADINHO;SALGADINHO;PB
Ins01006;76205640000108;MUNICIPIO DE DOIS VIZINHOS;DOIS VIZINHOS;PR
Ins01007;19217292000147;FUNDO MUNICIPAL DE SAUDE;CABIXI;RO
Ins01008;12756355000194;FUNDO MUNICIPAL DE SAUDE;PIMENTEIRAS DO OESTE;RO
Ins01009;23085655000105;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE NOVA BRASILNDIA D`OESTE - RO.;NOVA BRASILANDIA D`OESTE;RO
Ins01010;87990800000185;MUNICIPIO DE CACHOEIRINHA;CACHOEIRINHA;RS
Ins01011;11676238000158;FUNDO MUNICIPAL DE SAUDE;ITAUEIRA;PI
Ins01012;11264342000135;FUNDO MUNICIPAL DE SAUDE DE ITAPUA DO OESTE - RO;ITAPUA DO OESTE;RO
Ins01013;11401087000125;FUNDO MUNICIPAL DE SAUDE DE CHA PRETA;CHA PRETA;AL
Ins01014;13099820000124;CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE;CUITE DE MAMANGUAPE;PB
Ins01015;14004655000142;FUNDO MUNICIPAL DE SAUDE DE CHAPADAO DO SUL-MS;CHAPADAO DO SUL;MS
Ins01016;11957240000103;FUNDO MUNICIPAL DE SAUDE DE MONTE NEGRO;MONTE NEGRO;RO
Ins01017;12200283000102;MUNICIPIO DE MESSIAS;MESSIAS;AL
Ins01018;10557425000150;FUNDO MUNICIPAL DE SAUDE DE PITIMBU;PITIMBU;PB
Ins01019;12262739000150;MUNICIPIO DE JOAQUIM GOMES;JOAQUIM GOMES;AL
Ins01020;09239144000170;FUNDO MUNICIPAL DE SAUDE;ICARAIMA;PR
Ins01021;12022274000160;FUNDO MUNICIPAL DE SAUDE-FMS;SANTA RITA DO PARDO;MS
Ins01022;11367495000108;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BREJO GRANDE;BREJO GRANDE;SE
Ins01023;97761407000173;MUNICIPIO DE TAQUARA;TAQUARA;RS
Ins01024;11216262000104;FUNDO MUNICIPAL DE SAUDE;VASSOURAS;RJ
Ins01025;76017458000115;MUNICIPIO DE PARANAGUA;PARANAGUA;PR
Ins01026;75666131000101;MUNICIPIO DE BARRACAO;BARRACAO;PR
Ins01027;11447587000106;FUNDO MUNICIPAL DE SAUDE DE MORAUJO;MORAUJO;CE
Ins01028;88379763000136;MUNICIPIO DE IGREJINHA;IGREJINHA;RS
Ins01029;11174552000132;FUNDO MUNICIPAL DE SAUDE DE ITAPORANGA;ITAPORANGA;PB
Ins01030;11429318000109;FUNDO MUNICIPAL DE SAUDE;CEDRO DE SAO JOAO;SE
Ins01031;89848949000150;MUNICIPIO DE FARROUPILHA;FARROUPILHA;RS
Ins01032;09588897000190;FUNDO MUNICIPAL DE SAUDE - MUNICIPIO DE NOVA TEBAS PARANA;NOVA TEBAS;PR
Ins01033;46362927000172;;BROTAS;SP
Ins01034;76282664000152;MUNICIPIO DE PAICANDU;PAICANDU;PR
Ins01035;42498717000155;;RIO DE JANEIRO;RJ
Ins01036;10234992000175;FUNDO MUNICIPAL DE SAUDE DE CACHOEIRINHA;CACHOEIRINHA;PE
Ins01037;10566414000136;FUNDO MUNICIPAL DE SAUDE;VICENCIA;PE
Ins01038;35561471000153;MUNICIPIO DE PARIPUEIRA;PARIPUEIRA;AL
Ins01039;08036438000131;FUNDO MUNICIPAL DE SAUDE DE SAPE;SAPE;PB
Ins01040;15389588000194;MUNICIPIO DE SAO GABRIEL DO OESTE;SAO GABRIEL DO OESTE;MS
Ins01041;05816630000152;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;SALVADOR;BA
Ins01042;11899610000195;FUNDO MUNICIPAL DE SAUDE DE URUARA;URUARA;PA
Ins01043;11278364000154;FUNDO MUNICIPAL DE SAUDE;MACAMBIRA;SE
Ins01044;11295659000139;FUNDO MUNICIPAL DE SAUDE DE SAO FELIPE D'OESTE;SAO FELIPE D'OESTE;RO
Ins01045;04311955000110;FUNDO MUNICIPAL DE SAUDE - MARICA;MARICA;RJ
Ins01046;11356210000133;FUNDO MUNICIPAL DE SAUDE;SIRINHAEM;PE
Ins01047;09154486000197;FUNDO MUNICIPAL DE SAUDE DE CANHOTINHO;CANHOTINHO;PE
Ins01048;76020452000105;;LAPA;PR
Ins01049;02493318000187;CONSORCIO INTERMUNICIPAL DO MEDIO ALTO URUGUAI;RODEIO BONITO;RS
Ins01050;46319000000150;MUNICIPIO DE GUARULHOS;GUARULHOS;SP
Ins01051;11120699000140;FUNDO MUNICIPAL DE SAUDE;MURICI;AL
Ins01052;45358249000101;MUNICIPIO DE SAO CARLOS;SAO CARLOS;SP
Ins01053;11594727000160;FUNDO MUNICIPAL DE SAUDE;MAR VERMELHO;AL
Ins01054;11655026000194;FUNDO MUNICIPAL DE SAUDE;EMAS;PB
Ins01055;46523031000128;MUNICIPIO DE ITAPEVI;ITAPEVI;SP
Ins01056;08891830000168;MUNICIPIO DE SERRA GRANDE;SERRA GRANDE;PB
Ins01057;46523015000135;;BARUERI;SP
Ins01058;10589928000107;FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM;BOM JARDIM;PE
Ins01059;09071622000185;MUNICIPIO DE LAGOA DE DENTRO;LAGOA DE DENTRO;PB
Ins01060;09354277000197;FUNDO MUNICIPAL DE SAUDE - MUNICPO DE TURVO;TURVO;PR
Ins01061;11418976000103;FUNDO MUNICIPAL DE SAUDE DE LAGOA ALEGRE - PIAUI;LAGOA ALEGRE;PI
Ins01062;87455531000157;MUNICIPIO DE PELOTAS;PELOTAS;RS
Ins01063;07331783000135;FUNDO MUNICIPAL DE SAUDE;AGUA AZUL DO NORTE;PA
Ins01064;87612537000190;MUNICIPIO DE PASSO FUNDO;PASSO FUNDO;RS
Ins01065;10414835000141;FMS - FUNDO MUNICIPAL DE SAUDE DE LINHARES;LINHARES;ES
Ins01066;12075748000132;CONSORCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA;FLORIANOPOLIS;SC
Ins01067;02466144000163;SECRETARIA DA SAUDE DO ESTADO DA BAHIA SESAB;SALVADOR;BA
Ins01068;00955107000193;FUNDACAO MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;SP
Ins01069;46341038000129;MUNICIPIO DE PIRACICABA;PIRACICABA;SP
Ins01070;77816510000166;;FRANCISCO BELTRAO;PR
Ins01071;95684478000194;MUNICIPIO DE CANDOI;CANDOI;PR
Ins01072;11664446000137;FUNDO MUNICIPAL DE SAUDE;PACAJA;PA
Ins01073;01612553000168;MUNICIPIO DE SOBRADO;SOBRADO;PB
Ins01074;45358249000101;;SAO CARLOS;SP
Ins01075;12403050000107;FUNDO MUNICIPAL DE SAUDE - FMS;BOM SUCESSO;PB
Ins01076;12332987000120;MUNICIPIO DE COLONIA LEOPOLDINA;COLONIA LEOPOLDINA;AL
Ins01077;04632212000142;MUNICIPIO DE PRESIDENTE MEDICI;PRESIDENTE MEDICI;RO
Ins01078;75771204000125;MUNICIPIO DE JANDAIA DO SUL;JANDAIA DO SUL;PR
Ins01079;88830609000139;;CAXIAS DO SUL;RS
Ins01080;45132495000140;MUNICIPIO DE LIMEIRA;LIMEIRA;SP
Ins01081;06554141000132;MUNICIPIO DE NAZARE DO PIAUI;NAZARE DO PIAUI;PI
Ins01082;09201882000128;FUNDO MUNICIPAL DE SAUDE;SANTA HELENA;PR
Ins01083;12157728000100;FUNDO MUNICIPAL DE SAUDE DE VILA VELHA - F M S;VILA VELHA;ES
Ins01084;02231696000192;CONSORCIO INTERMUNICIPAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL-CISA;IJUI;RS
Ins01085;11159820000147;FUNDO MUNICIPAL DE SAUDE DE BRANQUINHA;BRANQUINHA;AL
Ins01086;04228734000183;;CAMPO GRANDE;MS
Ins01087;91566869000153;MUNICIPIO DE VILA FLORES;VILA FLORES;RS
Ins01088;02125685000128;HOSPITAL REGIONAL DE MATO GROSSO DO SUL ROSA PEDROSSIAN;CAMPO GRANDE;MS
Ins01089;76178011000128;MUNICIPIO DE PINHAO;PINHAO;PR
Ins01090;07242772000189;CONSORCIO INTERMUNICIPAL DE SERVICOS DO VALE DO TAQUARI;LAJEADO;RS
Ins01091;12652705000172;FUNDO MUNICIPAL DE SAUDE DE FLORESTA DO ARAGUAIA;FLORESTA DO ARAGUAIA;PA
Ins01092;00333678000196;CONSORCIO INTERMUNICIPAL DE SAUDE DO SUDOESTE - CONSUD;FRANCISCO BELTRAO;PR
Ins01093;11441605000134;FUNDO MUNICIPAL DE SAUDE DE OURILANDIA DO NORTE;OURILANDIA DO NORTE;PA
Ins01094;18158261000108;;DOURADOQUARA;MG
Ins01095;76205707000104;MUNICIPIO DE SALTO DO LONTRA;SALTO DO LONTRA;PR
Ins01096;76247337000160;MUNICIPIO DE ICARAIMA;ICARAIMA;PR
Ins01097;11243983000103;FUNDO MUNICIPAL DE SAUDE DE PINDOBA;PINDOBA;AL
Ins01098;11328684000171;FUNDO MUNICIPAL DE SAUDE;SAO FRANCISCO DO GUAPORE;RO
Ins01099;11164805000197;FUNDO MUNICIPAL DE SAUDE;JURIPIRANGA;PB
Ins01100;08241754011007;RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA;NATAL;RN
Ins01101;11371082000105;FUNDO MUNICIPAL DE SAUDE;CARUARU;PE
Ins01102;46522959000198;MUNICIPIO DE MAUA;MAUA;SP
Ins01103;12021434000157;FUNDO MUNICIPAL DE SAUDE DE JARAGUARI;JARAGUARI;MS
Ins01104;10254294000131;FMS SANTANA DO MUNDAU;SANTANA DO MUNDAU;AL
Ins01105;46362661000168;MUNICIPIO DE LEME;LEME;SP
Ins01106;11850969000178;FUNDO MUNICIPAL DE SAUDE DE NOSSA SENHORA DA GLORIA;NOSSA SENHORA DA GLORIA;SE
Ins01107;17546256000100;FUNDO MUNICIPAL DE SAUDE DE SANTA MARIA DAS BARREIRAS;SANTA MARIA DAS BARREIRAS;PA
Ins01108;51816247000111;;MONTE ALTO;SP
Ins01109;66831959000187;MUNICIPIO DE SALTINHO;SALTINHO;SP
Ins01110;01596018000160;MUNICIPIO DE TAMANDARE;TAMANDARE;PE
Ins01111;45786159000111;MUNICIPIO DE IRACEMAPOLIS;IRACEMAPOLIS;SP
Ins01112;19217292000147;;CABIXI;RO
Ins01113;04712762000171;CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTAVEL DA REGIAO DOS CAMPOS DE CIMA DA SERRA - CONDESUS;VACARIA;RS
Ins01114;46374500026231;;SAO PAULO;SP
Ins01115;18428839000190;MUNICIPIO DE UBERABA;UBERABA;MG
Ins01116;44556207000112;MUNICIPIO DE URU;URU;SP
Ins01117;09350916000146;FUNDO MUNICIPAL DE SAUDE DE SANTA ISABEL DO IVAI;SANTA ISABEL DO IVAI;PR
Ins01118;11538959000100;FUNDO MUNICIPAL DE SAUDE SAO JOSE DA LAJE;SAO JOSE DA LAJE;AL
Ins01119;45279635000108;;ATIBAIA;SP
Ins01120;10599648000180;FUNDO MUNICIPAL DE SAUDE DE JOAO ALFREDO;JOAO ALFREDO;PE
Ins01121;11770182000104;;GUARAPARI;ES
Ins01122;09259137000130;FUNDO MUNICIPAL DE SAUDE DE LUPIONOPOLIS;LUPIONOPOLIS;PR
Ins01123;02973240000106;ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA SAUDE;SAO LUIS;MA
Ins01124;11785981000146;;MANOEL EMIDIO;PI
Ins01125;87958625000149;;PORTO ALEGRE;RS
Ins01126;18428888000123;MUNICIPIO DE CONQUISTA;CONQUISTA;MG
Ins01127;88743604000179;MUNICIPIO DE CHARQUEADAS;CHARQUEADAS;RS
Ins01128;12157728000100;;VILA VELHA;ES
Ins01129;11701954000148;FUNDO MUNICIPAL DE SAUDE DE PEDRINHAS;PEDRINHAS;SE
Ins01130;11321779000163;FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB;SALGADINHO;PB
Ins01131;18602011000107;MUNICIPIO DE PATOS DE MINAS;PATOS DE MINAS;MG
Ins01132;10975044000190;FUNDO MUNICIPAL DE SAUDE - FMS;CAAPORA;PB
