id_instituicao;cnpj_instituicao;nome_instituicao;municipio_instituicao;uf
Ins00278;75771477000170;MUNICIPIO DE LONDRINA;LONDRINA;PR
Ins00279;01616458000132;MUNICIPIO DE SAO JOSE DA BARRA;SAO JOSE DA BARRA;MG
Ins00280;09536254000101;FUNDO MUNICIPAL DE SAUDE DE SAO MIGUEL DO GUAPORE;SAO MIGUEL DO GUAPORE;RO
Ins00281;90256652000184;MUNICIPIO DE IMBE;IMBE;RS
Ins00282;31796626000180;MUNICIPIO DE AGUA DOCE DO NORTE;AGUA DOCE DO NORTE;ES
Ins00283;00562279000105;FUNDO MUNICIPAL DE SAUDE;PALMARES;PE
Ins00284;09417876000102;FUNDO MUNICIPAL DE SAUDE DE CAFEZAL DO SUL;CAFEZAL DO SUL;PR
Ins00285;11266975000182;FUNDO MUNICIPAL DE SAUDE;CAMPO DO BRITO;SE
Ins00286;95423000000100;MUNICIPIO DE PINHAIS;PINHAIS;PR
Ins00287;12075748000132;CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA;FLORIANOPOLIS;SC
Ins00288;76238443000187;MUNICIPIO DE GUAIRACA;GUAIRACA;PR
Ins00289;13119961000161;MUNICIPIO DE CAPELA;CAPELA;SE
Ins00290;76105659000174;MUNICIPIO DE ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;PR
Ins00291;46435921000188;MUNICIPIO DE DIVINOLANDIA;DIVINOLANDIA;SP
Ins00292;08597121000174;FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE;CURITIBA;PR
Ins00293;11431661000198;FUNDO MUNICIPAL DE SAUDE DE BOA ESPERANCA;BOA ESPERANCA;ES
Ins00294;91995365000159;MUNICIPIO DE NOVA HARTZ;NOVA HARTZ;RS
Ins00295;03073673000160;MUNICIPIO DE BONITO;BONITO;MS
Ins00296;95719472000105;MUNICIPIO DE PATO BRAGADO;PATO BRAGADO;PR
Ins00297;13034603000156;FUNDO MUNICIPAL DE SAUDE DE TRES LAGOAS-MS;TRES LAGOAS;MS
Ins00298;51816247000111;MUNICIPIO DE MONTE ALTO;MONTE ALTO;SP
Ins00299;95422986000102;MUNICIPIO DE FAZENDA RIO GRANDE;FAZENDA RIO GRANDE;PR
Ins00300;77116663000109;MUNICIPIO DE NOVA SANTA ROSA;NOVA SANTA ROSA;PR
Ins00301;08992896000144;FUNDO MUNICIPAL DE SAUDE DE BARRACAO;BARRACAO;PR
Ins00302;12012235000182;FUNDO MUNICIPAL DE SAUDE;SOBRADO;PB
Ins00303;01613513000130;MUNICIPIO DE PORTO ALEGRE DO PIAUI;PORTO ALEGRE DO PIAUI;PI
Ins00304;08702862000178;MUNICIPIO DE CABACEIRAS;CABACEIRAS;PB
Ins00305;11835031000189;FUNDO MUNICIPAL DE SAUDE;SAO FIDELIS;RJ
Ins00306;88814199000132;MUNICIPIO DE SANTO ANTONIO DA PATRULHA;SANTO ANTONIO DA PATRULHA;RS
Ins00307;46732442000123;MUNICIPIO DE DESCALVADO;DESCALVADO;SP
Ins00308;13927758000111;FUNDO MUNICIPAL DE SAUDE;GOVERNADOR LINDENBERG;ES
Ins00309;09288947000114;FMS- FUNDO MUNICIPAL DE SAUDE DE CACHOEIRO DE ITAPEMIRIM.;CACHOEIRO DE ITAPEMIRIM;ES
Ins00310;01610390000184;MUNICIPIO DE TAQUARAL;TAQUARAL;SP
Ins00311;11471451000123;FUNDO MUNICIPAL DE SAUDE;OLHO D'AGUA;PB
Ins00312;23767031000178;MUNICIPIO DE ITAU DE MINAS;ITAU DE MINAS;MG
Ins00313;10411736000106;FUNDO MUNICIPAL DE SAUDE;BRASILANDIA;MS
Ins00314;76970300000165;MUNICIPIO DE NOSSA SENHORA DAS GRACAS;NOSSA SENHORA DAS GRACAS;PR
Ins00315;10398439000178;FUNDO MUNICIPAL DE SAUDE;SAO FRANCISCO;PB
Ins00316;10585650000108;FUNDO MUNICIPAL DE SAUDE DE JOAO NEIVA;JOAO NEIVA;ES
Ins00317;11739873000137;FMS DE GURINHEM;GURINHEM;PB
Ins00318;11423181000185;FUNDO MUNICIPAL DE SAUDE DE GUACUI;GUACUI;ES
Ins00319;76105618000188;MUNICIPIO DE CAMPO LARGO;CAMPO LARGO;PR
Ins00320;82892340000139;MUNICIPIO DE SAO BONIFACIO;SAO BONIFACIO;SC
Ins00321;63761993000215;MUNICIPIO DE SERINGUEIRAS;SERINGUEIRAS;RO
Ins00322;11811613000125;FUNDO MUNICIPAL DE SAUDE;SANTA LUZIA D'OESTE;RO
Ins00323;11412389000107;FUNDO MUNICIPAL DE SAUDE DE TOMAR DO GERU;TOMAR DO GERU;SE
Ins00324;10640637000104;MUNICIPIO DE FLORIANO - SECRETARIA DE SAUDE;FLORIANO;PI
Ins00325;11832051000104;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AREIA DE BARAUNAS;AREIA DE BARAUNAS;PB
Ins00326;11465675000122;FUNDO MUNICIPAL DE SAUDE DE SERINGUEIRAS;SERINGUEIRAS;RO
Ins00327;07242772000189;CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI - CONSISA -VRT;LAJEADO;RS
Ins00328;10693916000128;FUNDO MUNICIPAL DE SAUDE - FMS;PEDRO GOMES;MS
Ins00329;63762009000230;MUNICIPIO DE NOVO HORIZONTE DO OESTE;NOVO HORIZONTE DO OESTE;RO
Ins00330;11843644000168;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GUATAPARA;GUATAPARA;SP
Ins00331;09654201000187;FUNDO MUNICIPAL DE SAUDE DE RIBEIRAO DO PINHAL;RIBEIRAO DO PINHAL;PR
Ins00332;76105550000137;MUNICIPIO DE MANDIRITUBA;MANDIRITUBA;PR
Ins00333;11782445000197;FUNDO MUNICIPAL DE SAUDE DE OROS;OROS;CE
Ins00334;52359692000162;MUNICIPIO DE BOM JESUS DOS PERDOES;BOM JESUS DOS PERDOES;SP
Ins00335;18229151000181;FUNDO MUNICIPAL DE SAUDE DE BANDEIRANTES MS;BANDEIRANTES;MS
Ins00336;46523049000120;MUNICIPIO DE COTIA;COTIA;SP
Ins00337;18299446000124;MUNICIPIO DE ITABIRA;ITABIRA;MG
Ins00338;11295419000134;FUNDO MUNICIPAL DE SAUDE;GUARAI;TO
Ins00339;81478133000170;MUNICIPIO DE PEROLA;PEROLA;PR
Ins00340;11513856000187;AUTARQUIA MUNICIPAL DE SAUDE DE CAMBIRA;CAMBIRA;PR
Ins00341;76105584000121;MUNICIPIO DE TIJUCAS DO SUL;TIJUCAS DO SUL;PR
Ins00342;03887256000150;CONSORCIO INTERMUNICIPAL DE SAUDE DA REGIAO DO CONTESTADO;CANOINHAS;SC
Ins00343;11907806000184;FUNDO MUNICIPAL DE SAUDE DE TACIMA;TACIMA;PB
Ins00344;95587473000143;FUNDO MUNICIPAL DE SAUDE DE LARANJEIRAS DO SUL;LARANJEIRAS DO SUL;PR
Ins00345;28715986000103;CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES;AMPARO DE SAO FRANCISCO;SE
Ins00346;46374500000194;SECRETARIA DE ESTADO DA SAUDE;SAO PAULO;SP
Ins00347;08625167000150;FUNDO MUNICIPAL DE SAUDE DE CHA GRANDE;CHA GRANDE;PE
Ins00348;03265143000113;SECRETARIA MUNICIPAL DE SAUDE;CANAVIEIRA;PI
Ins00349;03269695000108;CONSORCIO INTERMUNIC DE SAUDE DO MEDIO VALE DO ITAJAI;BLUMENAU;SC
Ins00350;11366609000103;FUNDO MUNICIPAL DE SAUDE;CONDADO;PE
Ins00351;05481950000107;INSTITUTO PRAXIS DE EDUCACAO, CULTURA E ACAO SOCIAL;FORTALEZA;CE
Ins00352;11291694000180;FUNDO MUNICIPAL DE SAUDE;APARECIDA DO TABOADO;MS
Ins00353;09102679000102;FUNDO MUNICIPAL DE SAUDE;FERREIROS;PE
Ins00354;08885072000175;FUNDO MUNICIPAL DE SAUDE DE TOLEDO;TOLEDO;PR
Ins00355;08159071000143;MUNICIPIO DE JAPI;JAPI;RN
Ins00356;51501484000193;CONSORCIO INTERMUNICIPAL DO VALE DO PARANAPANEMA;ASSIS;SP
Ins00357;76205665000101;MUNICIPIO DE MARMELEIRO;MARMELEIRO;PR
Ins00358;04326257000199;FUNDACAO MUNICIPAL DE SAUDE DE BITURUNA;BITURUNA;PR
Ins00359;77001311000108;MUNICIPIO DE CASTRO;CASTRO;PR
Ins00360;11485023000150;FUNDO MUNICIPAL DE SAUDE DE CUJUBIM;CUJUBIM;RO
Ins00361;04092714000128;MUNICIPIO DE CACOAL;CACOAL;RO
Ins00362;75827204000108;MUNICIPIO DE NOVA AMERICA DA COLINA;NOVA AMERICA DA COLINA;PR
Ins00363;76105634000170;MUNICIPIO DE COLOMBO;COLOMBO;PR
Ins00364;09555110000194;FUNDO MUNICIPAL DE SAUDE;NOVO REPARTIMENTO;PA
Ins00365;10700103000118;FUNDO MUNICIPAL DA SAUDE;IUNA;ES
Ins00366;10505599000179;FUNDO MUNICIPAL DE SAUDE DE BALSA NOVA;BALSA NOVA;PR
Ins00367;44431245000149;MUNICIPIO DE PIACATU;PIACATU;SP
Ins00368;09141808000163;FUNDO MUNICIPAL DE SAUDE DE CAFEARA;CAFEARA;PR
Ins00369;23045893000197;FUNDO MUNICIPAL DE SAUDE DE PARECIS;PARECIS;RO
Ins00370;12219015000124;FUNDO MUNICIPAL DE SAUDE DE ITABAIANA SERGIPE;ITABAIANA;SE
Ins00371;87958625000149;SECRETARIA DA SAUDE;PORTO ALEGRE;RS
Ins00372;18241778000158;MUNICIPIO DE SAO JOAO BATISTA DO GLORIA;SAO JOAO BATISTA DO GLORIA;MG
Ins00373;88696810000175;MUNICIPIO DE CAMAQUA;CAMAQUA;RS
Ins00374;44959021000104;MUNICIPIO DE GUARUJA;GUARUJA;SP
Ins00375;53300331000103;MUNICIPIO DE PARAPUA;PARAPUA;SP
Ins00376;76208487000164;MUNICIPIO DE PALOTINA;PALOTINA;PR
Ins00377;01825779000147;MUNICIPIO DE NAZARE DO PIAUI - SECRETARIA DE SAUDE;NAZARE DO PIAUI;PI
Ins00378;11323261000169;FUNDO MUNICIPAL DE SAUDE;LONDRINA;PR
Ins00379;14734122000116;FUNDO MUNICIPAL DE SAUDE;SAO ROQUE DO CANAA;ES
Ins00380;11384276000137;FUNDO MUNICIPAL DE SAUDE DE CALCADO;CALCADO;PE
Ins00381;08694222000163;FUNDO MUNICIPAL DE SAUDE DE SANTA RITA;SANTA RITA;PB
Ins00382;09285785000160;FUNDO MUNICIPAL DE SAUDE DE SAO JOAO DO TRIUNFO;SAO JOAO DO TRIUNFO;PR
Ins00383;10552903000139;FUNDO MUNICIPAL DE SAUDE;DESCANSO;SC
Ins00384;46523163000150;MUNICIPIO DE MAIRIPORA;MAIRIPORA;SP
Ins00385;08916107000196;FUNDO MUNICIPAL DE SAUDE DE SANTA IZABEL DO OESTE;SANTA IZABEL DO OESTE;PR
Ins00386;46446696000185;MUNICIPIO DE VINHEDO;VINHEDO;SP
Ins00387;09652908000154;FUNDO MUNICIPAL DE SAUDE DE FENIX;FENIX;PR
Ins00388;11892520000172;FUNDO MUNICIPAL DE SAUDE DE BASTOS;BASTOS;SP
Ins00389;02236721000120;CONSORCIO PUBLICO DA REGIAO NOROESTE - CIM NOROESTE;AGUIA BRANCA;ES
Ins00390;09241895000120;FUNDO MUNICIPAL DE SAUDE;MANDAGUARI;PR
Ins00391;01753396000100;FUNDO MUNICIPAL DE SAUDE - PREFEITURA MUNICIPAL DE PIRA;PIRACANJUBA;GO
Ins00392;45323474000102;MUNICIPIO DE ARAMINA;ARAMINA;SP
Ins00393;23109604000176;FUNDO MUNICIPAL DE SAUDE DE ESPIGAO DO OESTE (FMS);ESPIGAO D'OESTE;RO
Ins00394;09182117000108;FUNDO MUNICIPAL DE SAUDE;PRANCHITA;PR
Ins00395;10530745000116;FUNDO MUNICIPAL DE SAUDE;SELVIRIA;MS
Ins00396;02304966000148;MUNICIPIO DE PARNAGUA - SECRETARIA DE SAUDE;PARNAGUA;PI
Ins00397;14164659000198;FUNDO MUNICIPAL DE SAUDE DE SAO ROQUE DE MINAS;SAO ROQUE DE MINAS;MG
Ins00398;46634523000190;MUNICIPIO DE SAO MANUEL;SAO MANUEL;SP
Ins00399;09242908000186;FUNDO MUNICIPAL DE SAUDE - TAMARANA;TAMARANA;PR
Ins00400;45685872000179;MUNICIPIO DE REGISTRO;REGISTRO;SP
Ins00401;17754136000190;MUNICIPIO DE DIAMANTINA;DIAMANTINA;MG
Ins00402;56024581000156;MUNICIPIO DE RIBEIRAO PRETO;RIBEIRAO PRETO;SP
Ins00403;13887045000171;FUNDO MUNICIPAL DE SAUDE DE NANTES;NANTES;SP
Ins00404;14813806000103;FUNDO MUNICIPAL DE SAUDE DE AGUA DOCE DO NORTE;AGUA DOCE DO NORTE;ES
Ins00405;11639262000117;FUNDO MUNICIPAL DE SAUDE DE CAPELA;CAPELA;SE
Ins00406;09298629000134;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE;GOIOERE;PR
Ins00407;45732377000173;MUNICIPIO DE SANTA GERTRUDES;SANTA GERTRUDES;SP
Ins00408;97553416000179;FUNDO MUNICIPAL DE SAUDE DE AMARGOSA;AMARGOSA;BA
Ins00409;45355914000103;MUNICIPIO DE RIBEIRAO BONITO;RIBEIRAO BONITO;SP
Ins00410;78121985000109;MUNICIPIO DE BOA VISTA DA APARECIDA;BOA VISTA DA APARECIDA;PR
Ins00411;65712077000130;MUNICIPIO DE PONTALINDA;PONTALINDA;SP
Ins00412;14744834000116;FUNDO MUNICIPAL DE SAUDE;VENDA NOVA DO IMIGRANTE;ES
Ins00413;11816665000194;FUNDO MUNICIPAL DE SAUDE DE ESTANCIA/SE;ESTANCIA;SE
Ins00414;11079071000148;FUNDO MUNICIPAL DE SAUDE DE BURITIS;BURITIS;RO
Ins00415;08703778000179;FUNDO MUNICIPAL DE SAUDE DE FLORIDA;FLORIDA;PR
Ins00416;46634168000150;MUNICIPIO DE AVARE;AVARE;SP
Ins00417;23085655000105;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE NOVA BRASILNDIA D'OESTE - RO.;NOVA BRASILANDIA D'OESTE;RO
Ins00418;14785598000186;FUNDO MUNICIPAL DE SAUDE DE NOVA VENECIA;NOVA VENECIA;ES
Ins00419;76179829000165;MUNICIPIO DE PALMEIRA;PALMEIRA;PR
Ins00420;09309271000106;FUNDO MUNICIPAL DE SAUDE;JACAREZINHO;PR
Ins00421;88141460000180;MUNICIPIO DE SANTANA DA BOA VISTA;SANTANA DA BOA VISTA;RS
Ins00422;95719381000170;MUNICIPIO DE QUATRO PONTES;QUATRO PONTES;PR
Ins00423;09380391000191;FUNDO MUNICIPAL;ARIRANHA DO IVAI;PR
Ins00424;80905706000131;FUNDO MUNICIPAL;MARINGA;PR
Ins00425;87843819000107;MUNICIPIO DE FL;FLORES DA CUNHA;RS
Ins00426;18313817000185;MUNICIPIO DE PA;PARA DE MINAS;MG
Ins00427;58200015000183;MUNICIPIO DE SA;SANTOS;SP
Ins00428;45299104000187;MUNICIPIO DE BA;BATATAIS;SP
Ins00429;11855524000180;FUNDO MUNICIPAL;ITAGUAI;RJ
Ins00430;11718406000120;FUNDO MUNICIPAL;ARACAJU;SE
Ins00431;01616458000132;MUNICIPIO DE SA;SAO JOSE DA BARRA;MG
Ins00432;10572048000128;SECRETARIA DE S;RECIFE;PE
Ins00433;06554125000220;MUNICIPIO DE MA;MANOEL EMIDIO;PI
Ins00434;08673415000138;FUNDO MUNICIPAL;CHUPINGUAIA;RO
Ins00435;09051532000122;FUNDO MUNICIPAL;CASCAVEL;PR
Ins00436;19181382000125;FUNDO MUNICIPAL;CEREJEIRAS;RO
Ins00437;19876424000142;MUNICIPIO DE IP;IPATINGA;MG
Ins00438;13792329000184;FUNDO MUNICIPAL;CURITIBA;PR
Ins00439;14814139000183;FUNDACAO ESTATA;CURITIBA;PR
Ins00440;27080605000196;SECRETARIA DE E;VITORIA;ES
Ins00441;11266975000182;FUNDO MUNICIPAL;CAMPO DO BRITO;SE
Ins00442;08888967000163;FUNDO MUNICIPAL;CRUZEIRO DO OESTE;PR
Ins00443;46374500026231;SECRETARIA DE E;SAO PAULO;SP
Ins00444;10257028000162;FUNDO MUNICIPAL;TAILANDIA;PA
Ins00445;45749819000194;MUNICIPIO DE SA;SANTA RITA DO PASSA QUATRO;SP
Ins00446;46137410000180;MUNICIPIO DE BA;BAURU;SP
Ins00447;95422986000102;MUNICIPIO DE FA;FAZENDA RIO GRANDE;PR
Ins00448;21817418000166;FUNDO MUNICIPAL;URUPA;RO
Ins00449;08778268000160;SECRETARIA DE E;JOAO PESSOA;PB
Ins00450;45685872000179;MUNICIPIO DE RE;REGISTRO;SP
Ins00451;04128655000109;FUNDO MUNICIPAL;PRIMAVERA DE RONDONIA;RO
Ins00452;46374500000194;SECRETARIA DE E;SAO PAULO;SP
Ins00453;25053117000164;TOCANTINS SECRE;PALMAS;TO
Ins00454;11430018000140;FUNDO ESTADUAL;RECIFE;PE
Ins00455;04279238000159;MUNICIPIO DE JA;JARU;RO
Ins00456;18538208000124;CONSORCIO INTER;PENEDO;AL
Ins00457;05301040000197;FUNSAUDE -FUNDA;SAO GABRIEL DO OESTE;MS
Ins00458;13659627000109;FUNDO MUNICIPAL;SAO GABRIEL DO OESTE;MS
Ins00459;01572597000101;MUNICIPIO DE TR;TRABIJU;SP
Ins00460;76282680000145;MUNICIPIO DE MA;MARIALVA;PR
Ins00461;08541779000164;FUNDO MUNICIPAL;SANTA FE;PR
Ins00462;03273207000128;CONSORCIO INTER;CURITIBA;PR
Ins00463;01680880000157;MUNICIPIO DE SA;SAO JOSE DO PEIXE;PI
Ins00464;51816247000111;MUNICIPIO DE MO;MONTE ALTO;SP
Ins00465;46634507000106;MUNICIPIO DE SA;SALTO;SP
Ins00466;04384829000196;FUNDO ESTADUAL;ARACAJU;SE
Ins00467;04228734000183;FUNDACAO SERVIC;CAMPO GRANDE;MS
Ins00468;75845511000103;MUNICIPIO DE LU;LUPIONOPOLIS;PR
Ins00469;48468284000171;MUNICIPIO DE GU;GUARARAPES;SP
Ins00470;76105543000135;MUNICIPIO DE SA;SAO JOSE DOS PINHAIS;PR
Ins00471;08889455000111;FUNDO MUNICIPAL;DOIS VIZINHOS;PR
Ins00472;46371654000122;MUNICIPIO DE SA;SANTA CRUZ DAS PALMEIRAS;SP
Ins00473;76002641000147;MUNICIPIO DE RI;RIO NEGRO;PR
Ins00474;88814181000130;MUNICIPIO DE OS;OSORIO;RS
Ins00475;76020452000105;MUNICIPIO DA LA;LAPA;PR
Ins00476;46189718000179;MUNICIPIO DE PE;PEDERNEIRAS;SP
Ins00477;91987669000174;MUNICIPIO DE MO;MONTE BELO DO SUL;RS
Ins00478;18299446000124;MUNICIPIO DE IT;ITABIRA;MG
Ins00479;09253109000105;FUNDO MUNICIPAL;CAMPO MOURAO;PR
Ins00480;07926117000140;CONSORCIO INTER;CAMAQUA;RS
Ins00481;13877281000107;FUNDO MUNICIPAL;TEIXEIROPOLIS;RO
Ins00482;01592473000198;MUNICIPIO DE PI;PIMENTEIRAS DO OESTE;RO
Ins00483;18478187000107;FUNDO  MUNICIPA;MARABA;PA
Ins00484;11384276000137;FUNDO MUNICIPAL;CALCADO;PE
Ins00485;07954571000104;SECRETARIA DA S;FORTALEZA;CE
Ins00486;11079071000148;FUNDO MUNICIPAL;BURITIS;RO
Ins00487;01693184000185;SECRETARIA MUNI;VERA MENDES;PI
Ins00488;14792165000158;FUNDO MUNICIPAL;VITORIA;ES
Ins00489;17754136000190;MUNICIPIO DE DI;DIAMANTINA;MG
Ins00490;80909617000163;MUNICIPIO DE SA;SAO MANOEL DO PARANA;PR
Ins00491;04092714000128;MUNICIPIO DE CA;CACOAL;RO
Ins00492;02529964000157;SECRETARIA DE E;GOIANIA;GO
Ins00493;45355575000165;MUNICIPIO DE IB;IBATE;SP
Ins00494;21467008000132;FUNDO MUNICIPAL;VILHENA;RO
Ins00495;11401857000130;FUNDO MUNICIPAL;MONTE ALEGRE;PA
Ins00496;28715986000103;CONSORCIO INTER;AMPARO DE SAO FRANCISCO;SE
Ins00497;05943030000155;MUNICIPIO DE BO;BOA VISTA;RR
Ins00498;10588370000145;FUNDO MUNICIPAL;SAO PEDRO DO IVAI;PR
Ins00499;76331941000170;MUNICIPIO DE CO;CORNELIO PROCOPIO;PR
Ins00500;03887256000150;CONSORCIO INTER;CANOINHAS;SC
Ins00501;11270608000152;FUNDO MUNICIPAL;BOQUIM;SE
Ins00502;10460927000168;FUNDO MUNICIPAL;CACIMBA DE AREIA;PB
Ins00503;19275776000142;FUNDO MUNICIPAL;COLORADO DO OESTE;RO
Ins00504;08061295000118;CONSORCIO METRO;CURITIBA;PR
Ins00505;18431312001359;MUNICIPIO DE UB;UBERLANDIA;MG
Ins00506;11112312000103;FUNDO MUNICIPAL;IVINHEMA;MS
Ins00507;11291694000180;FUNDO MUNICIPAL;APARECIDA DO TABOADO;MS
Ins00508;12342368000117;FUNDO MUNICIPAL;JACARE DOS HOMENS;AL
Ins00509;92324706000127;MUNICIPIO DE EL;ELDORADO DO SUL;RS
Ins00510;08518587000137;FUNDO MUNICIPAL;PARANAVAI;PR
Ins00511;56024581000156;MUNICIPIO DE RI;RIBEIRAO PRETO;SP
Ins00512;10505599000179;FUNDO MUNICIPAL;BALSA NOVA;PR
Ins00513;08881567000126;MUNICIPIO DE QU;QUIXABA;PB
Ins00514;14814026000188;FUNDO MUNICIPAL;SERRA;ES
Ins00515;46362927000172;MUNICIPIO DE BR;BROTAS;SP
Ins00516;09262602000191;FUNDO MUNICIPAL;SARANDI;PR
Ins00517;31796626000180;MUNICIPIO DE AG;AGUA DOCE DO NORTE;ES
Ins00518;13927758000111;FUNDO MUNICIPAL;GOVERNADOR LINDENBERG;ES
Ins00519;11328684000171;FUNDO MUNICIPAL;SAO FRANCISCO DO GUAPORE;RO
Ins00520;18158261000108;MUNICIPIO DE DO;DOURADOQUARA;MG
Ins00521;14578805000121;FUNDO MUNICIPAL;COLATINA;ES
Ins00522;76282664000152;MUNICIPIO DE PA;PAICANDU;PR
Ins00523;05266565000139;MUNICIPIO DE CA;CAJUEIRO DA PRAIA;PI
Ins00524;46634291000170;MUNICIPIO DE IT;ITAPETININGA;SP
Ins00525;10601116000130;FUNDO MUNICIPAL;CARLOPOLIS;PR
Ins00526;10572048000209;SECRETARIA DE S;RECIFE;PE
Ins00527;11265919000123;FUNDO MUNICIPAL;DIONISIO CERQUEIRA;SC
Ins00528;09583958000127;SAUDE - IS;ITAPECERICA DA SERRA;SP
Ins00529;11308894000106;FUNDO MUNICIPAL;MACAE;RJ
Ins00530;46482857000196;MUNICIPIO DE UB;UBATUBA;SP
Ins00531;16781346000104;MUNICIPIO DE PI;PIUMHI;MG
Ins00532;87838330000139;MUNICIPIO DE FE;FELIZ;RS
Ins00533;02930318000105;MUNICIPIO DE SE;SEBASTIAO LEAL;PI
Ins00534;10585650000108;FUNDO MUNICIPAL;JOAO NEIVA;ES
Ins00535;11261188000148;FUNDO MUNICIPAL;ITABAIANINHA;SE
Ins00536;12219015000124;FUNDO MUNICIPAL;ITABAIANA;SE
Ins00537;10640637000104;MUNICIPIO DE FL;FLORIANO;PI
Ins00538;08882730000175;MUNICIPIO DE SA;SAO JOSE DE ESPINHARAS;PB
Ins00539;76309806000128;MUNICIPIO DE CI;CIANORTE;PR
Ins00540;44531788000138;MUNICIPIO DE LI;LINS;SP
Ins00541;03517102000177;FUNDO ESPECIAL;CAMPO GRANDE;MS
Ins00542;08851627000168;FUNDO MUNICIPAL;BELEM DE MARIA;PE
Ins00543;18663401000197;MUNICIPIO DE GU;GUAXUPE;MG
Ins00544;09298629000134;FUNDO MUNICIPAL;GOIOERE;PR
Ins00545;11676238000158;FUNDO MUNICIPAL;ITAUEIRA;PI
Ins00546;18592162000121;MUNICIPIO DE ES;ESTRELA DO SUL;MG
Ins00547;49979255000137;MUNICIPIO DE IT;ITAPOLIS;SP
Ins00548;14173522000108;CONSORCIO PUBLI;CAMPO GRANDE;MS
Ins00549;08968508000190;FUNDO MUNICIPAL;PIMENTA BUENO;RO
Ins00550;10291345000103;FUNDO MUNICIPAL;PRIMAVERA;PE
Ins00551;11412389000107;FUNDO MUNICIPAL;TOMAR DO GERU;SE
Ins00552;65712077000130;MUNICIPIO DE PO;PONTALINDA;SP
Ins00553;53415717000160;MUNICIPIO DE OU;OURINHOS;SP
Ins00554;08987945000150;FUNDO MUNICIPAL;NOVA UNIAO;RO
Ins00555;29138377000193;MUNICIPIO DE TR;TRES RIOS;RJ
Ins00556;11966012000191;FUNDO MUNICIPAL;MONCOES;SP
Ins00557;08935681000191;FUNDO MUNICIPAL;FLORIANOPOLIS;SC
Ins00558;44445054000136;MUNICIPIO DE SA;SANTOPOLIS DO AGUAPEI;SP
Ins00559;07851282000180;FUNDO MUNICIPAL;ROLIM DE MOURA;RO
Ins00560;11508022000183;FUNDO MUNICIPAL;BORBOREMA;SP
Ins00561;46694139000183;MUNICIPIO DE JA;JACAREI;SP
Ins00562;80257355000108;UNIVERSIDADE ES;PONTA GROSSA;PR
Ins00563;12157728000100;FUNDO MUNICIPAL;VILA VELHA;ES
Ins00564;90256652000184;MUNICIPIO DE IM;IMBE;RS
Ins00565;06554166000560;MUNICIPIO DE RI;RIO GRANDE DO PIAUI;PI
Ins00566;19361548000195;FUNDO MUNICIPAL;MINISTRO ANDREAZZA;RO
Ins00567;11913577000100;FUNDO MUNICIPAL;ALTO ALEGRE DOS PARECIS;RO
Ins00568;22004126000177;FUNDO MUNICIPAL;COSTA MARQUES;RO
Ins00569;46374500003614;SECRETARIA DE E;BAURU;SP
Ins00570;46522959000198;MUNICIPIO DE MA;MAUA;SP
Ins00571;45270188000126;MUNICIPIO DE MA;MATAO;SP
Ins00572;09256935000108;FUNDO MUNICIPAL;MARECHAL CANDIDO RONDON;PR
Ins00573;08931506000126;FUNDO MUNICIPAL;UMUARAMA;PR
Ins00574;01742695000140;MUNICIPIO DE NO;NOVA SANTA RITA;PI
Ins00575;02875123000100;MUNICIPIO DE AG;AGRICOLANDIA;PI
Ins00576;87849923000109;MUNICIPIO DE BE;BENTO GONCALVES;RS
Ins00577;44431245000149;MUNICIPIO DE PI;PIACATU;SP
Ins00578;09520756000136;FUNDO MUNICIPAL;BANDEIRANTES;PR
Ins00579;75378844000170;MUNICIPIO DE GU;GUAPOREMA;PR
Ins00580;10414835000141;FMS - FUNDO MUN;LINHARES;ES
Ins00581;11948712000153;FUNDO MUNICIPAL;WALL FERRAZ;PI
Ins00582;75771477000170;MUNICIPIO DE LO;LONDRINA;PR
Ins00583;18308734000106;MUNICIPIO DE SA;SAO SEBASTIAO DO OESTE;MG
Ins00584;46410866000171;MUNICIPIO DE JA;JAGUARIUNA;SP
Ins00585;32370759000152;FUNDACAO MUNICI;PONTA GROSSA;PR
Ins00586;76105600000186;MUNICIPIO DE CA;CAMPINA GRANDE DO SUL;PR
Ins00587;21858225000153;MUNICIPIO DE MI;MILTON BRANDAO;PI
Ins00588;04326257000199;FUNDACAO MUNICI;BITURUNA;PR
Ins00589;13861101000107;FUNDO MUNICIPAL;BERTOLINIA;PI
Ins00590;75967760000171;MUNICIPIO DE UN;UNIAO DA VITORIA;PR
Ins00591;09151473000164;MUNICIPIO DE CO;CONDADO;PB
Ins00592;10380316000100;FUNDO MUNICIPAL;QUINTA DO SOL;PR
Ins00593;09367941000132;FUNDO MUNICIPAL;PLANALTINA DO PARANA;PR
Ins00594;11206680000110;FUNDO MUNICIPAL;CANOINHAS;SC
